,is_accident,accident_datetime,street,city,number_injured,accident_severity,drivers,id_column,input_text,accidents
67,True,2024-12-22 09:30,Salini Street,Naxxar,2.0,Serious,"[{'vehicle_type': 'Motorcycle', 'vehicle_damage_severity': 'none', 'driver_age': 31, 'driver_gender': 'M', 'is_victim': True}, {'vehicle_type': 'Motorcycle', 'vehicle_damage_severity': 'none', 'driver_age': 40, 'driver_gender': 'M', 'is_victim': True}, {'vehicle_type': 'Motorcycle', 'vehicle_damage_severity': 'none', 'driver_age': 29, 'driver_gender': 'M', 'is_victim': False}, {'vehicle_type': 'Car', 'vehicle_damage_severity': 'none', 'driver_age': 27, 'driver_gender': 'F', 'is_victim': False}]",68,"Title: Naxxar traffic accident
Content: Today, at around 0930hrs, the Police were informed of a traffic accident in Salini Street, Naxxar.Preliminary investigations by the Police showed that the accident occurred between three motorcycles – an Aprilia that was being driven by a 31-year-old man from Qormi, a Honda that was being driven by a 40-year-old man from Mqabba and a Yamaha that was being driven by a 29-year-old man from St Paul’s Bay – as well as a Mercedes that was being driven by a 27-year-old woman.The men, aged 31 and 40, were assisted by a medical team and taken to Mater Dei Hospital by an ambulance. The 40-year-old man was later certified to have sustained serious injuries while the other suffered slight injuries.Magistrate Dr Joe Mifsud LL.D was informed about the case and appointed an inquiry while the Police are investigating the case.
Publish Date: 2024-12-22",
68,True,2025-07-23 09:30,Triq Tas-Sliema,Gżira,1.0,Serious,"[{'vehicle_type': 'Toyota Tercel', 'vehicle_damage_severity': 'none', 'driver_age': 76, 'driver_gender': 'M', 'is_victim': False}]",69,"Title: Woman grievously injured in traffic accident
Content: A 74-year-old woman who lives in Gżira, at around 0930hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq Tas-Sliema, Gżira.Preliminary investigations showed that the victim was hit by a Toyota Tercel, which was being driven by a 76-year-old man residing in San Ġwann.The woman was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.
Publish Date: 2025-07-23",
69,True,2025-07-24 04:30,Triq San Anard,Tarxien,2.0,Serious,"[{'vehicle_type': 'Motorcycle', 'vehicle_damage_severity': 'Major', 'driver_age': 40, 'driver_gender': 'M', 'is_victim': True}, {'vehicle_type': 'Motorcycle', 'vehicle_damage_severity': 'Major', 'driver_age': 33, 'driver_gender': 'F', 'is_victim': True}]",70,"Title: Traffic accident in Tarxien
Content: Early this morning, at around 0430 hrs, the Police were informed of a traffic accident in Triq San Anard, Tarxien.Preliminary investigations showed that a 40-year-old man from Tarxien lost control of his Kawasaki motorcycle and overturned. A 33-year-old Latvian woman who resides in Marsascala was also on the bike.A medical team was called on site and an ambulance took the two persons to Mater Dei Hospital, where the man was certified to have sustained grievous injuries while the woman was certified to have sustained serious injuries.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry while the Police are carrying out investigations.
Publish Date: 2025-07-24",
70,True,2025-05-02 15:30,Triq L-Imġarr,Mġarr,1.0,Serious,"[{'vehicle_type': 'Toyota Starlet', 'vehicle_damage_severity': 'none', 'driver_age': 54, 'driver_gender': 'M', 'is_victim': False}, {'vehicle_type': 'Honda motorcycle', 'vehicle_damage_severity': 'none', 'driver_age': 63, 'driver_gender': 'M', 'is_victim': True}]",71,"Title: Collision between car and motorcycle in Mġarr
Content: On Friday the 2nd of May, at around half past three in the afternoon (1530 hrs), the Police were informed of a traffic accident in Triq L-Imġarr, Mġarr.Preliminary investigations showed that a collision occurred between a Toyota Starlet driven by a 54-year-old man from Mosta and a Honda motorcycle driven by a 63-year-old man from Għarb, Gozo.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital. He was later certified to have sustained serious injuries.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry. Police investigations into the accident are ongoing.
Publish Date: 2025-05-06",
71,True,2025-02-16 11:00,Triq il-Kilpa,Siġġiewi,1.0,Serious,"[{'vehicle_type': 'bicycle', 'vehicle_damage_severity': 'none', 'driver_age': 50, 'driver_gender': 'none', 'is_victim': True}, {'vehicle_type': 'car', 'vehicle_damage_severity': 'none', 'driver_age': 55, 'driver_gender': 'none', 'is_victim': False}]",72,"Title: Traffic accident in Siggiewi
Content: Today, at around 1100hrs, the Police were informed of a traffic accident in Triq il-Kilpa, Siġġiewi.Preliminary investigations showed that a 50-year-old man from Mosta lost control of his bike and crashed into a Toyota Vitz that was being driven by a 55-year-old man from Siggiewi.The cyclist was assisted by a medical team and taken to Mater Dei Hospital by an ambulance. He was later certified to have sustained grievous injuries.The Police are investigating the case.
Publish Date: 2025-02-16",
72,True,2025-02-04 11:30,Triq Alfredo Cachia Zammit,Żejtun,2.0,Serious,"[{'vehicle_type': 'Skoda Fabia', 'vehicle_damage_severity': 'none', 'driver_age': 58, 'driver_gender': 'F', 'is_victim': False}, {'vehicle_type': 'Yamaha T115 motorcycle', 'vehicle_damage_severity': 'none', 'driver_age': 66, 'driver_gender': 'M', 'is_victim': True}]",73,"Title: Żejtun traffic accident
Content: Today, at around 1130 hrs, the Police were informed of a traffic accident in Triq Alfredo Cachia Zammit, Żejtun.Preliminary investigations showed that a collision occurred between a Skoda Fabia that was being driven by a 58-year-old woman from Zabbar and a Yamaha T115 motorcycle that was being driven by a 66-year-old man from Cospicua. A 56-year-old woman from Cospicua was also on the bike.The driver and the passenger were assisted by a medical team and taken to Mater Dei Hospital by an ambulance. They were later certified to have sustained grievous injuries.The Police are investigating the case.
Publish Date: 2025-02-04",
73,True,2025-07-10 06:30,Triq Dun Manwel Zammit,Siġġiewi,1.0,Serious,"[{'vehicle_type': 'Toyota Auris', 'vehicle_damage_severity': 'none', 'driver_age': 24, 'driver_gender': 'M', 'is_victim': False}]",74,"Title: Man grievously injured in a traffic accident
Content: A 78-year-old man who lives in Siġġiewi, at around 0630 hrs, was taken to Mater Dei Hospital following a traffic accident in Triq Dun Manwel Zammit, Siġġiewi.Preliminary investigations showed that the man was hit by a Toyota Auris, that was being driven by a 24-year-old man who also lives in Siġġiewi.The man was assisted by a medical team, taken to hospital by an ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.
Publish Date: 2025-07-10",
74,True,2025-09-04 18:15,Triq Ix-Xatt,Gzira,2.0,Serious,"[{'vehicle_type': 'moped Surron light Bee', 'vehicle_damage_severity': 'none', 'driver_age': 24, 'driver_gender': 'M', 'is_victim': True}, {'vehicle_type': 'Honda NSC110 motorcycle', 'vehicle_damage_severity': 'none', 'driver_age': 35, 'driver_gender': 'M', 'is_victim': True}]",75,"Title: Traffic accident in Gzira
Content: Yesterday, at around 1815hrs, the police were informed of a traffic accident in Triq Ix-Xatt, Gzira.The Police went immediately on site and preliminary investigations showed that a collision had occurred between a moped Surron light Bee driven by a 24-year-old man residing in Tarxien and a Honda NSC110 motorcycle driven by a 35-year-old Libyan man residing in Zurrieq.A medical team was called on site and an ambulance took the two men to Mater Dei Hospital. Later, the motorcyclist was certified to have sustained grievous injuries while the other was certified to have suffered slight injuries.Police investigations are ongoing.
Publish Date: 2025-09-05",
75,True,2025-04-13 17:45,Birżebbuġa Road,Birżebbuġa,1.0,Serious,"[{'vehicle_type': 'Smart', 'vehicle_damage_severity': 'none', 'driver_age': 41, 'driver_gender': 'M', 'is_victim': True}, {'vehicle_type': 'Toyota Passo', 'vehicle_damage_severity': 'none', 'driver_age': 36, 'driver_gender': 'F', 'is_victim': False}]",76,"Title: Two-car accident in Birżebbuġa
Content: Yesterday, at about 1745hrs, the Police were informed of a traffic accident in Birżebbuġa Road, Birżebbuġa.Preliminary investigations found that a collision occurred between a Smart driven by a 41-year-old man from Gudja and a Toyota Passo driven by a 36-year-old woman from Żabbar.A medical team was called on site and an ambulance took the man to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.
Publish Date: 2025-04-14",
76,True,2025-07-24 10:15,Salina Road,Naxxar,1.0,Serious,"[{'vehicle_type': 'Motorcycle', 'vehicle_damage_severity': 'Major', 'driver_age': 65, 'driver_gender': 'M', 'is_victim': True}]",77,"Title: Motorcycle accident
Content: A 65-year-old man, a resident of Mellieħa, was taken to Mater Dei Hospital at about 1015 hrs after he was injured in an accident in Salina Road, Naxxar.Preliminary investigations showed that the man was riding a Honda motorcycle, lost control, crashed into a pavement and fell off.He was assisted by a medical team, taken to hospital by an ambulance and certified thathe was grievously injured.Police investigations are ongoing.
Publish Date: 2025-07-24",
77,True,2025-05-12 09:45,St Joseph High Road,Ħamrun,1.0,Serious,"[{'vehicle_type': 'Renault Captur', 'vehicle_damage_severity': 'none', 'driver_age': 54, 'driver_gender': 'F', 'is_victim': False}, {'vehicle_type': 'Lemoto AURA motorcycle', 'vehicle_damage_severity': 'none', 'driver_age': 62, 'driver_gender': 'M', 'is_victim': True}]",78,"Title: Traffic accident in Ħamrun
Content: A 62-year-old man and residing in Sliema, at around 0945hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in St Joseph High Road, Ħamrun.Preliminary investigations showed that a collision occurred between a Renault Captur driven by a 54-year-old woman residing in Birzebbuġa and a Lemoto AURA motorcycle driven by the victim.He was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.
Publish Date: 2025-05-12",
78,True,2025-02-03 19:00,Triq il-Palma,Paola,1.0,Serious,"[{'vehicle_type': 'Renault Clio', 'vehicle_damage_severity': 'none', 'driver_age': 44, 'driver_gender': 'none', 'is_victim': False}]",79,"Title: Man grievously injured in a traffic accident
Content: Yesterday, at around 1900 hrs, the Police were informed of a traffic accident in Triq il-Palma, Paola.Preliminary investigations showed that a 68-year-old man, a resident of Paola, was hit by a Renault Clio that was being driven by a 44-year-old man, also a resident of Paola.The victim was assisted by a medical team and taken to Mater Dei Hospital by an ambulance. He was later certified to have sustained grievous injuries.The Police are investigating the case
Publish Date: 2025-02-04",
79,True,,,,,,,80,"Title: Persons injured in separate traffic accidents
Content: Two men were taken to Mater Dei Hospital after being injured in two separate traffic accidents earlier today.The first accident occurred at around 0745hrs, in Triq Anton Cassar, Marsa. Preliminary investigations showed that a collision occurred between a Suzuki motorcycle driven by a 21-year-old man residing in Fgura and a Toyota Vitz driven by a 21-year-old woman residing in Qormi.The second incident happened at around 0800hrs, in Triq Tal-Barrani, Żejtun. Preliminary investigations showed that a 30-year-old Italian man, who lives in Għaxaq, was riding a Yamaha motorcycle, lost control and fell.A medical team assisted in both accidents and the two motorcyclists were taken to hospital by ambulance for medical treatment, where they were certified to have sustained grievous injuries.Police investigations are ongoing.
Publish Date: 2025-01-15","[{'accident_datetime': '2025-01-15 07:45', 'street': 'Triq Anton Cassar', 'city': 'Marsa', 'number_injured': 1, 'accident_severity': 'Serious', 'drivers': [{'vehicle_type': 'Suzuki motorcycle', 'vehicle_damage_severity': 'none', 'driver_age': 21, 'driver_gender': 'M', 'is_victim': True}, {'vehicle_type': 'Toyota Vitz', 'vehicle_damage_severity': 'none', 'driver_age': 21, 'driver_gender': 'F', 'is_victim': False}]}, {'accident_datetime': '2025-01-15 08:00', 'street': 'Triq Tal-Barrani', 'city': 'Żejtun', 'number_injured': 1, 'accident_severity': 'Serious', 'drivers': [{'vehicle_type': 'Yamaha motorcycle', 'vehicle_damage_severity': 'none', 'driver_age': 30, 'driver_gender': 'M', 'is_victim': True}]}]"
80,True,2025-06-12 10:00,Triq Villabate,Marsascala,1.0,Fatal,"[{'vehicle_type': 'Peugeot Partner', 'vehicle_damage_severity': 'none', 'driver_age': 38, 'driver_gender': 'M', 'is_victim': False}, {'vehicle_type': 'Nissan March', 'vehicle_damage_severity': 'none', 'driver_age': 43, 'driver_gender': 'M', 'is_victim': False}, {'vehicle_type': 'Bicycle', 'vehicle_damage_severity': 'none', 'driver_age': 67, 'driver_gender': 'none', 'is_victim': True}]",81,"Title: Fatal traffic accident in Marsascala
Content: Today at around 1000hrs, the Police were informed of a traffic accident in Triq Villabate, Marsascala.Preliminary investigations showed that a collision occurred between a Peugeot partner that was being driven by a 38-year-old man from Ivory Coast and a resident of Marsa, a Nissan March that was being driven by a 43-year-old Italian and a 67-year-old cyclist from Żejtun. In the Nissan there was also a 38-year-old Italian who was taken to Mater Dei by an ambulance.The cyclist was assisted by a medical team on site but was unfortunately certified dead. The condition of the Italian is not yet known.Magistrate Dr Philip Galea Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations are ongoing.
Publish Date: 2025-06-12",
81,True,2025-09-20 13:30,Triq L-Għarb,Għarb,2.0,Serious,"[{'vehicle_type': 'Honda motorcycle', 'vehicle_damage_severity': 'Major', 'driver_age': 34, 'driver_gender': 'M', 'is_victim': True}, {'vehicle_type': 'Kymco motorcycle', 'vehicle_damage_severity': 'Major', 'driver_age': 30, 'driver_gender': 'M', 'is_victim': False}]",82,"Title: Arrested following a traffic accident in Gozo
Content: A 30-year-old Englishman is being detained after he allegedly stole a motorcycle in Gozo and shortly afterwards was involved in a collision with the same motorcycle.At around 1330 hrs, the Police were informed of a traffic accident in Triq L-Għarb, Għarb. Police went immediately on site where they found that an accident had occurred between two motorcycles, a Honda and a Kymco, and the Honda driver, a 34-year-old man from Xagħra, needed medical assistance.At this point, persons who were on site informed the police that the Kymco driver, probably a British national, fled the scene. A search immediately began, and shortly afterwards he was found in the vicinity of the accident and was arrested. During the arrest he was aggressive towards the police, who were not injured.During investigations, the Police found that the Kymco motorcycle had just been stolen from Sannat, allegedly from the same British man who was involved in the traffic accident and then fled the scene.The two men were taken to the Gozo General Hospital because of the injuries they sustained in the accident, where the 34-year-old man was later certified to have sustained grievous injuries, while the condition of the arrested person is still pending.Police investigations into this case are ongoing.
Publish Date: 2025-09-20",
82,True,2024-12-11 11:15,Triq E. Bradford corner with Triq il-Kappella tax-Xagħra,Naxxar,1.0,Serious,"[{'vehicle_type': 'Volkswagen Polo', 'vehicle_damage_severity': 'none', 'driver_age': 48, 'driver_gender': 'F', 'is_victim': False}]",83,"Title: Woman grievously injured in traffic accident
Content: A 60-year-old woman residing in Swieqi, at around 1115hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq E. Bradford corner with Triq il-Kappella tax-Xagħra, Naxxar.Preliminary investigations showed that the woman was hit by a Volkswagen Polo driven by a 48-year-old woman who lives in Mosta.The victim was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.
Publish Date: 2024-12-11",
83,True,2025-01-06 20:00,Triq Hompesh,Fgura,2.0,Fatal,"[{'vehicle_type': 'Toyota Hilux', 'vehicle_damage_severity': 'none', 'driver_age': 20, 'driver_gender': 'F', 'is_victim': False}]",84,"Title: Fgura traffic accident
Content: Update:Unfortunately, the 24-year-old woman recently lost her life at Mater Dei Hospital.The Magisterial Inquiry and Police investigations are ongoing.Earlier:Yesterday, at around 2000hrs, two women, aged 34 and 24 from Nepal, were taken to Mater Dei Hospital after being injured in a traffic accident in Triq Hompesh, Fgura.It resulted from initial investigations that the two women were hit by a Toyota Hilux that was being driven by a 20-year-old woman from Birżebbuġa.The victims were assisted by a medical team and taken to hospital by an ambulance where the 24-year-old woman was later certified to have sustained grievous injuries while the other woman was certified to have sustained grievous injuries.Magistrate Ian Farrugia LL.D was informed about the case who opened an inquiry while Police investigations are still ongoing.
Publish Date: 2025-01-07",
84,True,2025-07-27 15:30,Hompesch Street,Fgura,6.0,Fatal,"[{'vehicle_type': 'Toyota Corolla', 'vehicle_damage_severity': 'none', 'driver_age': 23, 'driver_gender': 'F', 'is_victim': True}, {'vehicle_type': 'Audi Q3', 'vehicle_damage_severity': 'none', 'driver_age': 77, 'driver_gender': 'M', 'is_victim': True}]",85,"Title: Fgura traffic accident
Content: Today, at around 1530hrs, the Police were informed of a traffic accident in Hompesch Street, Fgura.Preliminary investigations showed that a collision occurred between a Toyota Corolla driven by a 23-year-old woman from Zabbar and an Audi Q3 driven by a 77-year-old man from Marsascala.In the Toyota there was also a 71-year-old woman residing in Zabbar while in the Audi there were also two women aged 76 and 42 years, both residing in Marsascala, and two boys aged 14 and 11 years.Members of the Civil Protection Department and a medical team were called to the scene and ambulances took all the persons to Mater Dei Hospital for treatment.Unfortunately, the 71-year-old woman was certified dead a short while later while the 23-year-old woman is in serious condition, the 77-year-old man and the 76-year-old woman were certified to have sustained grievous injuries.The condition of the other persons is still pending.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations into this incident are ongoing.
Publish Date: 2025-07-27",
85,True,2025-05-26 13:15,Triq iċ-Ċern,Buġibba,1.0,Serious,"[{'vehicle_type': 'Volkswagen Polo', 'vehicle_damage_severity': 'Minor', 'driver_age': 22, 'driver_gender': 'M', 'is_victim': False}]",86,"Title: Boy seriously injured in Buġibba accident
Content: A 5-year-old boy sustained serious injuries after he was hit by a vehicle in Triq iċ-Ċern earlier today at around fifteen minutes past one in the afternoon (1315 hrs).From initial investigations it appears that he suffered head injuries when he was hit by the mirror of a Volkswagen Polo mirror which was being driven by a 22-year-old man from Msida.A medical team assisted the boy and was immediately taken to Mater Dei Hospital by ambulance.Magistrate Dr Philip Galea Farrugia LL. D. was informed and appointed an inquiry into the case while Police investigations are ongoing.
Publish Date: 2025-05-26",
86,True,2025-10-02 05:30,Triq L-Imġarr,Qala,1.0,Serious,"[{'vehicle_type': 'Car', 'vehicle_damage_severity': 'none', 'driver_age': 53, 'driver_gender': 'F', 'is_victim': False}, {'vehicle_type': 'Motorcycle', 'vehicle_damage_severity': 'none', 'driver_age': 47, 'driver_gender': 'M', 'is_victim': True}]",87,"Title: Traffic accident
Content: This morning, at around 0530 hrs, the Police were informed of a traffic accident in Triq L-Imġarr, Qala, Gozo.The Police went immediately on site and from preliminary investigations it resulted that a collision had occurred between a Kia Picanto that was being driven by a 53-year-old woman from Qala and a Honda NSC motorcycle that was being driven by a 47-year-old man, a resident of Nadur.A medical team was called on site and an ambulance took the motorcyclist to Gozo General Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.
Publish Date: 2025-10-02",
87,True,2025-01-15 19:30,Blue Grotto Avenue,Żurrieq,1.0,Serious,"[{'vehicle_type': 'Citroen Saxo', 'vehicle_damage_severity': 'none', 'driver_age': 19, 'driver_gender': 'M', 'is_victim': False}]",88,"Title: Man grievously injured in traffic accident
Content: A 63-year-old man who lives in Żurrieq, at around 1930hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Blue Grotto Avenue, Żurrieq.Preliminary investigations showed that the man was hit by a Citroen Saxo, which was being driven by a 19-year-old man residing in Luqa.The man was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.
Publish Date: 2025-01-15",
88,True,,,,,,,89,"Title: Persons injured in separate traffic accidents
Content: Three people were taken to Mater Dei Hospital after being injured in two separate traffic accidents yesterday.The first accident occurred at around 1415hrs, in Triq il-Marfa, Mellieħa. Preliminary investigations showed that a 50-year-old woman residing in Rabat, Gozo, lost control of the Toyota Ractis she was driving and crashed into an electricity pole. The woman was accompanied by a 29-year-old man who lives in Rabat, Gozo.The second incident happened at around 2345hrs, in Triq il-Kappillan Mifsud, Ħamrun. Preliminary investigations showed that a 23-year-old man from Santa Venera had sustained injuries after he was allegedly hit by a vehicle which drove on while he was driving a Suzuki motorcycle.A medical team provided assistance in both incidents and all persons were taken to hospital by ambulance for medical treatment. The woman and the motorcyclist were later certified to have been grievously injured, while the other man was certified to have suffered slight injuries.Police investigations are ongoing.
Publish Date: 2025-02-25","[{'accident_datetime': '2025-02-24 14:15', 'street': 'Triq il-Marfa', 'city': 'Mellieħa', 'number_injured': 2, 'accident_severity': 'Serious', 'drivers': [{'vehicle_type': 'Toyota Ractis', 'vehicle_damage_severity': 'Major', 'driver_age': 50, 'driver_gender': 'F', 'is_victim': True}]}, {'accident_datetime': '2025-02-24 23:45', 'street': 'Triq il-Kappillan Mifsud', 'city': 'Ħamrun', 'number_injured': 1, 'accident_severity': 'Serious', 'drivers': [{'vehicle_type': 'Suzuki motorcycle', 'vehicle_damage_severity': 'Major', 'driver_age': 23, 'driver_gender': 'M', 'is_victim': True}]}]"
89,True,2025-04-26 22:00,Triq Kordin,Paola,1.0,Serious,"[{'vehicle_type': 'motorcycle', 'vehicle_damage_severity': 'none', 'driver_age': 26, 'driver_gender': 'M', 'is_victim': True}]",90,"Title: Motorcycle accident in Paola
Content: A 26-year-old Indian man and residing in Floriana, at around 2200hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Triq Kordin, Paola.Preliminary investigations showed that the man was riding a Hyosung Karion motorcycle, lost control and fell.He was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.
Publish Date: 2025-04-26",
90,True,2024-12-13 17:30,Triq il-Marfa,Mellieha,1.0,Serious,"[{'vehicle_type': 'Jeep Grand Cherokee', 'vehicle_damage_severity': 'none', 'driver_age': 52, 'driver_gender': 'M', 'is_victim': False}]",91,"Title: Young woman seriously injured in traffic accident
Content: A 17-year-old girl, residing in Qormi, yesterday, at around 1730hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq il-Marfa, Mellieha.Preliminary investigations showed that the girl was hit by a Jeep Grand Cherokee driven by a 52-year-old man who lives in Zejtun. Consequently, the Jeep also hit a Honda Civic which was parked.The victim was assisted by a medical team, taken to hospital by ambulance and certified to be seriously injured.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations are ongoing.
Publish Date: 2024-12-14",
91,True,2025-09-28 10:00,Triq Għar Dalam,Birzebbugia,1.0,Serious,"[{'vehicle_type': 'Toyota Dyna van', 'vehicle_damage_severity': 'none', 'driver_age': 59, 'driver_gender': 'M', 'is_victim': False}]",92,"Title: Man grievously injured in traffic accident
Content: A 36-year-old Albanian man, from Marsascala, was taken to Mater Dei Hospital at around 1000 hrs following a traffic accident in Triq Għar Dalam, Birzebbugia.From initial investigations, it appears that the victim was hit by a Toyota Dyna van, which was being driven by a 59-year-old man from Marsa.The Albanian was assisted by a medical team and taken to hospital by an ambulance, where he was certified to have sustained grievous injuries.Police investigations are ongoing.
Publish Date: 2025-09-28",
92,True,2025-10-04 14:30,Triq Ta’ Lawrenti,Siġġiewi,1.0,Serious,"[{'vehicle_type': 'Smart Fortwo', 'vehicle_damage_severity': 'none', 'driver_age': 34, 'driver_gender': 'F', 'is_victim': True}, {'vehicle_type': 'Volvo XC40', 'vehicle_damage_severity': 'none', 'driver_age': 38, 'driver_gender': 'M', 'is_victim': False}]",93,"Title: Traffic accident in Siġġiewi
Content: Yesterday, at around 2:30 p.m. (1430hrs), the Police were informed of a traffic accident in Triq Ta’ Lawrenti, Siġġiewi.Police immediately went to the scene, and from preliminary investigations it resulted that a collision had occurred between a Smart Fortwo driven by a 34-year-old woman from Mellieħa and a Volvo XC40 driven by a 38-year-old man from Qrendi.A medical team was called to the site, and the woman was taken to Mater Dei Hospital by ambulance. Later, she was certified as having sustained grevious injuries.Police investigations are still ongoing.
Publish Date: 2025-10-05",
93,True,2025-10-04 08:45,Triq Sant’ Andrija,St Julian’s,1.0,Serious,"[{'vehicle_type': 'motorcycle', 'vehicle_damage_severity': 'none', 'driver_age': 36, 'driver_gender': 'F', 'is_victim': True}, {'vehicle_type': 'car', 'vehicle_damage_severity': 'none', 'driver_age': 71, 'driver_gender': 'M', 'is_victim': False}]",94,"Title: Woman greviously injured in traffic accident
Content: A 36-year-old Italian woman, resident in St Paul’s Bay, was taken to Mater Dei Hospital at around 8:45 a.m. due to injuries sustained in a traffic accident in Triq Sant’ Andrija, St Julian’s.Preliminary investigations showed that while she was riding a Kymco Like motorcycle, lost control and fell, subsequently colliding with a Toyota Tercel that was being driven in the same direction by a 71-year-old man from San Ġwann.She was assisted by a medical team and taken to the hospital by ambulance, where she was later certified as having sustained grevious injuries.Police investigations are still ongoing.
Publish Date: 2025-10-04",
94,True,2025-08-22 05:30,Triq Sir Anthony Mamo,Birkirkara,1.0,Serious,"[{'vehicle_type': 'Motorcycle', 'vehicle_damage_severity': 'none', 'driver_age': 57, 'driver_gender': 'M', 'is_victim': True}, {'vehicle_type': 'Nissan March', 'vehicle_damage_severity': 'none', 'driver_age': 'none', 'driver_gender': 'none', 'is_victim': False}]",95,"Title: Motorcyclist injured in traffic accident
Content: Early this morning, at around half past five (0530 hrs), the Police were informed that a traffic accident had occurred in Triq Sir Anthony Mamo, Birkirkara.Preliminary investigations showed that a collision took place between a Nissan March and a Honda motorcycle driven by a 57-year-old man, resident in Msida.The man was assisted by a medical team on site and taken to hospital by ambulance, where he was later certified to have sustained serious injuries.In the Nissan there was a 25-year-old woman from St Paul’s Bay who was not injured but was taken to hospital due to shock, while the Police are looking for a man who allegedly was also in the Nissan at the time of the accident, but who allegedly left the scene.Magistrate Dr Monica Borg Galea LL.D was informed and appointed an inquiry, while the Police are carrying out investigations.
Publish Date: 2025-08-22",
95,True,2025-04-06 08:30,Triq Żagħfran,Attard,1.0,Serious,"[{'vehicle_type': 'Car', 'vehicle_damage_severity': 'none', 'driver_age': 19, 'driver_gender': 'F', 'is_victim': False}, {'vehicle_type': 'Motorcycle', 'vehicle_damage_severity': 'none', 'driver_age': 31, 'driver_gender': 'M', 'is_victim': True}]",96,"Title: Collision between car and motorcycle in Attard
Content: Today, at around 0830hrs, the Police were informed of a traffic accident in Triq Żagħfran, Ħ’Attard.Preliminary investigations showed that a collision occurred between a Toyota Passo driven by a 19-year-old woman residing in Birkirkara and a Kawazaki motorcycle driven by a 31-year-old man also living in Birkirkara.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital. He was later certified to be seriously injured.Magistrate Dr Ian Farrugia LL. D was informed of the case and appointed an inquiry, while Police investigations are ongoing.
Publish Date: 2025-04-06",
96,True,2025-05-02 17:00,Triq ix-Xagħra,Xagħra,3.0,Serious,"[{'vehicle_type': 'Hyundai', 'vehicle_damage_severity': 'none', 'driver_age': 74, 'driver_gender': 'M', 'is_victim': True}, {'vehicle_type': 'Nissan', 'vehicle_damage_severity': 'none', 'driver_age': 33, 'driver_gender': 'none', 'is_victim': True}]",97,"Title: Gozo traffic accident
Content: Yesterday, at around 1700 hrs, the Police were informed about a traffic accident occurred in Triq ix-Xagħra, Xagħra, Gozo.The Police went immediately on site and from preliminary investigations, it resulted that a collision had occurred between a Hyundai that was being driven by a 74-year-old man from Xagħra and a Nissan that was being driven by a 33 years old Albanian national. A 73-year-old woman from Xagħra was also present in the Hyundai.A medical team was summoned to the scene and an ambulance took the three persons to theGozo General hospital . The men were later certified as suffering from slight injuries while the woman was certified with grievous injuries.Police investigations into the accident are ongoing.
Publish Date: 2025-05-03",
97,True,2025-07-14 11:00,Triq Melqart,Marsaxlokk,1.0,Serious,"[{'vehicle_type': 'Ford Transit', 'vehicle_damage_severity': 'none', 'driver_age': 30, 'driver_gender': 'M', 'is_victim': False}, {'vehicle_type': 'Kymco motorcycle', 'vehicle_damage_severity': 'none', 'driver_age': 35, 'driver_gender': 'M', 'is_victim': True}]",98,"Title: Van-motorcycle collision in Marsaxlokk
Content: Today, at around 1100hrs, the Police were informed of a traffic accident in Triq Melqart, Marsaxlokk.Preliminary investigations showed that a collision occurred between a Ford Transit driven by a 30-year-old man from Ħaż-Żabbar and a Kymco motorcycle driven by a 35-year-old French man.A medical team was called on site and an ambulance took the motorcycle driver to Mater Dei Hospital, where he was certified to be grievously injured.Police investigations are ongoing.
Publish Date: 2025-07-14",
