id,title,content,date_published,accident_datetime,street,city,A_accident_severity,A_driver_age,A_driver_gender,A_number_injured,A_vehicle_type,B_accident_severity,B_driver_age,B_driver_gender,B_number_injured,B_vehicle_type,C_accident_severity,C_driver_age,C_driver_gender,C_number_injured,C_vehicle_type,D_accident_severity,D_driver_age,D_driver_gender,D_number_injured,D_vehicle_type,accident_date_id,accident_severity,total_injured,C_city,C_street,accident_time_category,accident_time_afternoon,accident_time_early_morning,accident_time_evening,accident_time_late_evening,accident_time_morning,accident_time_night,driver_under_18,driver_18_to_24,driver_25_to_49,driver_50_to_64,driver_65_plus,num_drivers_under_18,num_drivers_18_to_24,num_drivers_25_to_49,num_drivers_50_to_64,num_drivers_65_plus,driver_male,driver_female,driver_unknown,num_drivers_male,num_drivers_female,num_drivers_unknown,num_drivers_total,vehicle_unknown,vehicle_pedestrian,vehicle_bicycle,vehicle_motorbike,vehicle_car,vehicle_van,vehicle_bus,num_vehicle_unknown,num_vehicle_pedestrian,num_vehicle_bicycle,num_vehicle_motorbike,num_vehicle_car,num_vehicle_van,num_vehicle_bus,is_weekend,is_public_holiday_mt,is_school_holiday_mt,is_school_day_mt,street_latitude,street_longitude,street_type,street_type_other,street_type_primary,street_type_residential,street_type_secondary,street_type_tertiary,street_type_trunk,region,region_Central,region_Gozo,region_Northern,region_South Eastern,region_Southern Harbour
article_491118.0,Concrete action urged for road safety,"The Nationalist Party on Thursday called for â€œconcrete actionâ€ to address road safety in Malta as an emergency doctor slammed the situation as ""unacceptable"". The statements came in the wake of another accident caused by drink-driving when a car, driven by a Brazilian man, crashed head on into an oncoming bus in the opposite lane on Tower Road in Sliema. The car driver was four times over the alcohol limit.Â  Michael Spiteri, who was attending to the first call out of the day at just before 6am on Thursday in the wake of the Sliema accident, warned this could ""have ended in tragedy"". â€œIrresponsible drivers are putting innocent lives at risk. It is obvious that some are refusing to learn, so the only way forward is random and frequent checks, harsh penalties, and highly visible enforcement to deter this reckless behaviour. This country should act to reduce preventable injuries and deaths,â€ Spiteri said. In a number of proposals to address the issue, the Opposition insisted on â€œzero toleranceâ€ for accidents caused by drivers who are found to be under the influence of alcohol or drugs, stronger law enforcement, harsher penalties and the introduction of a â€œnew specific criminal offenceâ€ for causing death or grievous bodily harm due to gross negligence, recklessness and/or dangerous driving. This offence would carry a minimum penalty of five yearsâ€™ effective imprisonment, rising up to life imprisonment in cases with aggravating factors, the PN said. Currently, the Police Force has 18 breathalysers, while LESA has five breathalyser kits, all of which only detect alcohol. The PN said the number of road-testing devices â€œmust be increasedâ€ and kits that detect drugs should be added. â€œThis is a real and serious problem on our roads,â€ the PN said. They also highlighted the shortage of staff allocated in the police traffic section and urged for greater investment in the police force, the traffic section and the authorities responsible for road enforcement. These proposals follow a chorus of voices from various entities calling for the introduction of random drug and alcohol tests for motorists and increased road safety.",21/08/2025,2025-08-21 06:00:00,tower road,sliema,not injured,none,M,0,Car,not injured,none,none,0,Bus,,,,,,,,,,,20250821,not injured,0,sliema,tower road,night,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,True,False,True,1,0,1,2,False,False,False,False,True,False,True,0,0,0,0,1,0,1,False,False,True,False,35.9148787,14.497752,secondary,False,False,False,True,False,False,Northern,False,False,True,False,False
release_95,Motorcyclist injured in traffic accident,"Early this morning, at around half past five (0530 hrs), the Police were informed that a traffic accident had occurred in Triq Sir Anthony Mamo, Birkirkara.Preliminary investigations showed that a collision took place between a Nissan March and a Honda motorcycle driven by a 57-year-old man, resident in Msida.The man was assisted by a medical team on site and taken to hospital by ambulance, where he was later certified to have sustained serious injuries.In the Nissan there was a 25-year-old woman from St Paulâ€™s Bay who was not injured but was taken to hospital due to shock, while the Police are looking for a man who allegedly was also in the Nissan at the time of the accident, but who allegedly left the scene.Magistrate Dr Monica Borg Galea LL.D was informed and appointed an inquiry, while the Police are carrying out investigations.",22/08/2025,2025-08-22 05:30:00,triq sir anthony mamo,birkirkara,Serious,57,M,1,Motorbike,unknown,unknown,unknown,1,Car,,,,,,,,,,,20250822,Serious,2,birkirkara,triq sir anthony mamo,night,False,False,False,False,False,True,False,False,False,True,False,0,0,0,1,0,True,False,True,1,0,1,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,True,False,35.9000642,14.4750873,secondary,False,False,False,True,False,False,Central,True,False,False,False,False
article_491557.0,Six parked cars damaged in Sliema crash,"Six parked cars were damaged when they were hit by another car on Tower Road, Sliema, early on Tuesday. The accident happened at 5.10am when a Renault Megane smashed into a Citroen C4, a Peugeot 308, a Honda Jazz, a Land Rover Evoke, a Kia Picanto and a Smart x 2 on Tower Road, near Independence Gardens. No one was injured, with the motorist reportedly saying the crash was the result of a skid.",26/08/2025,2025-08-26 05:10:00,tower road,sliema,not injured,none,none,0,car,,,,,,,,,,,,,,,,20250826,not injured,0,sliema,tower road,night,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,False,False,True,0,0,1,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,True,False,35.9148787,14.497752,secondary,False,False,False,True,False,False,Northern,False,False,True,False,False
article_491707.0,Motorcyclist grievously injured in Å»ebbuÄ¡ crash,"A motorcyclist was grievously injured after he was involved in a collision with a car in Å»ebbuÄ¡ on Tuesday evening. The accident happened at 6.30pm on Attard Road, in Å»ebbuÄ¡ when a 28-year old motorcyclist from SiÄ¡Ä¡iewi riding a Benelli motorbike was involved in a collision with a Peugeot 2008 driven by a 32-year old man from Balzan. The motorcyclist was taken to Mater Dei hospital by ambulance where he was certified to have sustained grievous injuries. Police investigations are underway.",27/08/2025,2025-08-26 18:30:00,attard road,zebbug,Grievious,28,M,1,Motorbike,Grievious,32,M,1,Car,,,,,,,,,,,20250826,Grievious,2,zebbug,attard road,evening,False,False,True,False,False,False,False,False,True,False,False,0,0,2,0,0,True,False,False,2,0,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,True,False,35.8828703,14.4401592,primary,False,True,False,False,False,False,Central,True,False,False,False,False
article_492115.0,Motorcyclist grievously injured in Marsa crash,A motorcyclist was grievously injured on Friday afternoon after he was involved in a collision with a car in Marsa. The accident happened at around 3.15pm in Triq Emmanuele Luigi Galizia. The 55-year old man who is from BirÅ¼ebbuÄ¡a was riding his Daelim motorbike when he was involved in a collision with a BMW 318 driven by a 33-year old woman from Luqa. A 74-year old man also from Luqa was a passenger in the car. The motorcyclist was given first aid on site before being transferred to Mater Dei Hospital where he was found to have sustained grievous injuries. Police investigations are under way.,29/08/2025,2025-08-29 15:15:00,triq emmanuele luigi galizia,marsa,Grievious,55,M,1,Motorbike,Grievious,33,F,1,car,,,,,,,,,,,20250829,Grievious,2,marsa,triq emmanuele luigi galizia,afternoon,True,False,False,False,False,False,False,False,True,True,False,0,0,1,1,0,True,True,False,1,1,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,True,False,35.8740167,14.4832063,secondary,False,False,False,True,False,False,Southern Harbour,False,False,False,False,True
article_492291.0,87-year-old woman injured after being run over in Qormi,"Tista' taqra bil- Malti.
An 87-year-old woman from Qormi was hospitalised today after she was run over in Qormi this morning.
The incident occurred at approximately 7:30am on Triq l-Imdina, Qormi. Initial police investigations indicate that the woman was hit by a vehicle driven by a 68-year-old man, also a resident of Qormi.
A medical team attended to the woman at the scene before she was transported to the hospital by ambulance. She has been certified as having sustained grievous injuries.
Police investigations are ongoing.
A previous version of this article incorrectly stated the location of the accident. The police have since clarified that the incident occurred on Triq l-Imdina, Qormi, and not Vjal il-Kottoner, Fgura. We apologise for this error.",31/08/2025,2025-08-31 07:30:00,triq l-imdina,qormi,Grievious,68,M,1,unknown,,,,,,,,,,,,,,,,20250831,Grievious,1,qormi,triq l-imdina,early_morning,False,True,False,False,False,False,False,False,False,False,True,0,0,0,0,1,True,False,False,1,0,0,1,True,False,False,False,False,False,False,1,0,0,0,0,0,0,True,False,True,False,35.874767,14.4608589,trunk,False,False,False,False,False,True,Central,True,False,False,False,False
article_492806.0,Two injured following GÅ¼ira traffic accident,"Two men were injured on Thursday afternoon following a traffic accident on GÅ¼ira front.Â  The police were informed of the accident at around 6.15pm in Triq ix-Xatt, when a 24-year-old moped driver, from Tarxien, riding a Surron Light Bee, was involved in a collision with a Honda NSC110 driven by a 35-year-old Libyan from Å»urrieq.Â  A medical team was called to the scene, and both men were rushed to Mater Dei Hospital.Â  Later, the 35-year-old man was certified to have sustained serious injuries. The other driver was certified as slightly injured. Police investigations are still ongoing.",05/09/2025,2025-09-04 18:15:00,triq ix-xatt,gzira,Serious,24,M,1,Motorbike,Serious,35,M,1,Scooter,,,,,,,,,,,20250904,Serious,2,gzira,triq ix-xatt,evening,False,False,True,False,False,False,False,True,True,False,False,0,1,1,0,0,True,False,False,2,0,0,2,False,False,False,True,False,False,False,0,0,0,1,0,0,0,False,False,True,False,35.89761,14.49392,secondary,False,False,False,True,False,False,Southern Harbour,False,False,False,False,True
article_493044.0,Motorcyclist seriously injured in Luqa crash,"A motorcyclist was rushed to the hospital on Sunday afternoon after a crash in Luqa.Â  The police said the accident happened at around 1.30pm in Triq l-Ewwel Titjira. According to investigations, a Citroen DS3 driven by a 35-year-old man, a Å»urrieq resident, and a Hyosung XRX driven by a 62-year-old man were involved in the accident.Â  A medical team was called to the scene, and the motorcyclist was taken to Mater Dei Hospital via ambulance. He was later certified as having suffered serious injuries.Â  Police investigations are ongoing.",07/09/2025,2025-09-07 13:30:00,triq l-ewwel titjira,luqa,Serious,35,M,1,Car,Serious,62,M,1,Motorbike,,,,,,,,,,,20250907,Serious,2,luqa,triq l-ewwel titjira,afternoon,True,False,False,False,False,False,False,False,True,True,False,0,0,1,1,0,True,False,False,2,0,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,True,False,True,False,35.85691,14.48654,secondary,False,False,False,True,False,False,South Eastern,False,False,False,True,False
article_493212.0,Birkirkara aqueduct arch collapses after traffic accident â€“ council,"An aqueduct arch in Birkirkara collapsed after a traffic accident in the area, the local council said Tuesday evening, while calling for swift repair works ahead of the beginning of the new scholastic year. In a statement, the council said, â€œsome weeks ago, one of the arches of the historic aqueduct located in our locality collapsed due to a traffic accident that occurred in the areaâ€. While no further details about the accident were provided, in July part of the historic Wignacourt aqueduct in MrieÄ§el was closed off for checks after a truck hit one of the arches as it joined the Rabat road. An architect was appointed by the Superintendence of Cultural Heritage to evaluate and prepare a report on the damage, with repair works to be carried out â€œby the relevant authoritiesâ€, the council said.Â  â€œThe council wishes to emphasise that it is not within its remit to carry out these works, nor does it hold any legal or technical responsibility for the repair of the archâ€, it said. â€œNevertheless, the council has been actively and continuously putting pressure and engaging to ensure that these works are undertaken as soon as possible.â€ The council said the pending repairs were â€œparticularly importantâ€ due to the new school year starting later this month, with it â€œvery aware of the traffic pressure that already exists in the area â€“ pressure that has increased due to the closure of this archâ€. It â€œstrongly appealedâ€ to authorities ""to make every effort to ensure that the necessary works are carried out without further delay"". The Birkirkara community and residents â€œdeserve a serious and immediate solution to this inconvenience that has persisted for too longâ€, the council said. The aqueduct was built on the orders of Grand Master Wignacourt, for whom it is named, to carry water from springs in Dingli and Rabat to Valletta. It was inaugurated in April 1615. This is not the first time the historic structure was damaged; in August 2018, one of the arches was damaged when the driver of a large concrete-mix truck ignored traffic signs and tried to drive through, damaging the central corbel stone of the arch. The council statement was signed by mayor Desirei Grech and executive secretary Christine-Jo Mansueto.",09/09/2025,2025-09-09 00:00:00,wignacourt aqueduct,birkirkara,not injured,none,none,none,van,,,,,,,,,,,,,,,,20250909,not injured,0,birkirkara,triq notabile,night,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,False,False,True,0,0,1,1,False,False,False,False,False,True,False,0,0,0,0,0,1,0,False,False,True,False,35.8931239,14.460722,residential,False,False,True,False,False,False,Central,True,False,False,False,False
article_493372.0,Motorcyclist seriously injured after losing control of motorbike,"A motorcyclist was left with serious injuries after a traffic accident on Thursday morning. Â  In a statement, police said the 33-year-old man appeared to have lost control of the Wottan Storm motorcycle he was riding at around 7.30am on Dun Karm Street, Msida.Â  He was treated at the scene before being taken to Mater Dei Hospital, where his injuries were certified as serious. Â  Investigations are ongoing.",11/09/2025,2025-09-11 07:30:00,dun karm street,msida,Serious,33,M,1,Motorbike,,,,,,,,,,,,,,,,20250911,Serious,1,msida,triq dun karm,early_morning,False,True,False,False,False,False,False,False,True,False,False,0,0,1,0,0,True,False,False,1,0,0,1,False,False,False,True,False,False,False,0,0,0,1,0,0,0,False,False,True,False,35.9003979,14.4751653,trunk,False,False,False,False,False,True,Central,True,False,False,False,False
article_493598.0,â€˜All hell broke looseâ€™: Marsa resident recounts crash that damaged his home,"Ray Piscopoâ€™s wife was carrying their three-year-old granddaughter to take her outside when, just as she placed her hand on the door lock, a deafening blast rang out. Shattered glass and falling masonry followed. In terror, the 70-year-old screamed: â€œA bomb, a bomb, a bomb.â€ It was the moment when aÂ Mercedes crashed into the faÃ§ade of their Marsa home on Friday afternoon. CCTV footage captured the moment the driver lost control of the vehicle at the corner of Triq Isouard, swerved and crashed into the faÃ§ade of the artist and engineerâ€™s family home.",13/09/2025,2025-09-12 00:00:00,triq isouard,marsa,not injured,none,M,0,Car,,,,,,,,,,,,,,,,20250912,not injured,0,marsa,triq isouard,night,False,False,False,False,False,True,False,False,False,False,False,0,0,0,0,0,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,True,False,36.0442596,14.2429687,residential,False,False,True,False,False,False,Southern Harbour,False,False,False,False,True
article_493664.0,Man seriously injured after crashing into pole,"A man was left with serious injuries on Saturday night after crashing his car into a pole on the pavement next to a roundabout in Paola. Police said initial investigations suggest the 54-year-old man from Marsa lost control of the Honda Fit he was driving, leading him to crash into the roadside pole on Triq il-Perit Dom Mintoff. The man, a Marsa resident, was treated at the scene before being taken to Mater Dei Hospital, where his injuries were certified as serious. Investigations are continuing.",14/09/2025,2025-09-13 00:00:00,triq il-perit dom mintoff,paola,Serious,54,M,1,car,,,,,,,,,,,,,,,,20250913,Serious,1,paola,triq il-perit dom mintoff,night,False,False,False,False,False,True,False,False,False,True,False,0,0,0,1,0,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,True,False,True,False,35.87596,14.51231,residential,False,False,True,False,False,False,Southern Harbour,False,False,False,False,True
article_493670.5,Two men seriously injured in separate traffic accidents,"Two men were seriously injured in two separate traffic accidents on Saturday night. Â  The first accident occurred at around 11pm on the St Paulâ€™s Roundabout, when a 69-year-old man, a resident of the area, collided with the pavement while driving his Mercedes B180, flipping his car and leaving it upside down in a field to the side of the road. The second accident occurred at around 1.30am on Triq Mikiel Anton Vassalli in Msida, when a Honda CB650 motorcycle driven by a Taâ€™ Xbiex man, 34, was involved in a collision with a Mazda Demio driven by a 24-year-old man from Vittoriosa. Medical staff attended both scenes, with the 69-year-old man and the motorcyclist taken to Mater Dei Hospital for further treatment, where their injuries were certified as serious. Investigations are continuing.",14/09/2025,2025-09-13 13:30:00,triq mikiel anton vassalli,msida,Serious,34,M,1,Motorbike,Serious,24,M,1,car,,,,,,,,,,,20250913,Serious,2,msida,triq mikiel anton vassalli,afternoon,True,False,False,False,False,False,False,True,True,False,False,0,1,1,0,0,True,False,False,2,0,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,True,False,True,False,35.8981962,14.4867393,trunk,False,False,False,False,False,True,Central,True,False,False,False,False
release_20,Man seriously injured in traffic accident,"A 54-year-old man, a resident of Marsa, sustained serious injuries after he was involved in a traffic accident in Triq il-Perit Dom Mintoff, Paola yesterday at around 9pm (2100 hrs).From initial investigations it appears that for some reason the driver who was driving a Honda Fit lost control and crashed into an electricity pole.A medical team assisted the man and was taken to Mater Dei Hospital by ambulance.Magistrate Dr Monica Borg Galea LL.D. was informed and appointed an inquiry while Police investigations in connection with this incident are ongoing.",14/09/2025,2025-09-13 21:00:00,triq il-perit dom mintoff,paola,Serious,54,M,1,Car,,,,,,,,,,,,,,,,20250913,Serious,1,paola,triq il-perit dom mintoff,evening,False,False,True,False,False,False,False,False,False,True,False,0,0,0,1,0,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,True,False,True,False,35.87596,14.51231,residential,False,False,True,False,False,False,Southern Harbour,False,False,False,False,True
article_493670.0,Two men seriously injured in separate traffic accidents,"Two men were seriously injured in two separate traffic accidents on Saturday night. Â  The first accident occurred at around 11pm on the St Paulâ€™s Roundabout, when a 69-year-old man, a resident of the area, collided with the pavement while driving his Mercedes B180, flipping his car and leaving it upside down in a field to the side of the road. The second accident occurred at around 1.30am on Triq Mikiel Anton Vassalli in Msida, when a Honda CB650 motorcycle driven by a Taâ€™ Xbiex man, 34, was involved in a collision with a Mazda Demio driven by a 24-year-old man from Vittoriosa. Medical staff attended both scenes, with the 69-year-old man and the motorcyclist taken to Mater Dei Hospital for further treatment, where their injuries were certified as serious. Investigations are continuing.",14/09/2025,2025-09-13 23:00:00,st pauls roundabout,san pawl,not injured,69,M,1,car,,,,,,,,,,,,,,,,20250913,not injured,1,san pawl il bahar,st paul's roundabout,late_evening,False,False,False,True,False,False,False,False,False,False,True,0,0,0,0,1,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,True,False,True,False,35.95061,14.41462,other,True,False,False,False,False,False,Northern,False,False,True,False,False
article_493702.0,Motorbike driver and cyclist suffer grievous injuries in Å»abbar,"A motorbike driver and a teenage cyclist both suffered grievous injuries in an accident in Å»abbar The incident happened at around the same time as hundreds of bicycles and motorcyclists were arriving from the Our Lady of Graces Pilgrimage that ends in Å»abbar.Â  A police statement stated that the incident occurred at approximately 1:30 p.m. at Triq Bajada.Â  ""Preliminary investigations show that the incedent involved a Honda motorbike driven by a 52-year-old man from Å»abbar and a 14-year-old boy on a bicycle also from Å»abbar"".Â Â  ""After a medical team provided first aid, they were taken to hospital and were certified to be suffering from grievous injuries"" the police statement said.Â  Police investigations are ongoing.",14/09/2025,2025-09-14 13:30:00,triq bajada,zabbar,Grievious,52,M,1,Motorbike,Grievious,14,M,1,Bicycle,,,,,,,,,,,20250914,Grievious,2,zabbar,triq bajada,afternoon,True,False,False,False,False,False,True,False,False,True,False,1,0,0,1,0,True,False,False,2,0,0,2,False,False,True,True,False,False,False,0,0,1,1,0,0,0,True,False,True,False,35.8732767,14.5337517,residential,False,False,True,False,False,False,Southern Harbour,False,False,False,False,True
article_493898.0,Pedestrian injured in Victoria accident,"A 29-year-old Spanish woman was seriously injured when she was hit by a car in Republic Street, Victoria, Gozo on Tuesday afternoon. The police said the accident happened at 12.15pm. The pedestrian was hit by a Mazda 2 driven by a 69-year-old woman from Victoria. She was hospitalised.Â  The police are investigating.",16/09/2025,2025-09-16 12:15:00,republic street,victoria,Serious,69,F,0,car,Serious,29,F,1,pedestrian,,,,,,,,,,,20250916,Serious,1,victoria,republic street,afternoon,True,False,False,False,False,False,False,False,True,False,True,0,0,1,0,1,False,True,False,0,2,0,2,False,True,False,False,True,False,False,0,1,0,0,1,0,0,False,False,True,False,36.0442596,14.2429687,primary,False,True,False,False,False,False,Gozo,False,True,False,False,False
release_36,Motorcycle accident in St Paul&#8217;s Bay,"A 44-year-old Japanese woman who resides in Birkirkara, at around 1930hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Triq San Pawl, St Paulâ€™s Bay.Preliminary investigations showed that a 44-year-old German man who lives in St Julianâ€™s was driving a Voge 300Rally motorcycle, lost control and fell. The woman was a pillion rider on the motorcycle.They were assisted by a medical team, and the woman was taken to hospital by ambulance where she was certified to have sustained grievous injuries.Police investigations are ongoing.",16/09/2025,2025-09-16 19:30:00,triq san pawl,st pauls bay,not injured,44,M,0,Motorbike,Grievious,44,F,1,Motorbike,,,,,,,,,,,20250916,Grievious,1,san pawl il bahar,triq san pawl,evening,False,False,True,False,False,False,False,False,True,False,False,0,0,2,0,0,True,True,False,1,1,0,2,False,False,False,True,False,False,False,0,0,0,2,0,0,0,False,False,True,False,35.9467503,14.3916683,tertiary,False,False,False,False,True,False,Northern,False,False,True,False,False
release_30,Man suffers serious injuries in traffic accident,"A 52-year-old man from Å»urrieq, at around 2330hrs, was taken to Mater Dei Hospital after suffering injuries in a traffic accident in a parking lot on Triq il-Mina taâ€™ Hompesch, Ä¦aÅ¼-Å»abbar.Initial investigations revealed that the victim was hit by a Toyota Vitz, which was being driven by a 26-year-old man resident in Kalkara.The man was treated by a medical team, taken to hospital by ambulance and certified as having suffered serious injuries.Magistrate Dr Philip Galea Farrugia LL.D was informed of the case and an inquiry was opened, while investigations by the Police are still ongoing.",17/09/2025,2025-09-16 23:30:00,triq il-mina ta hompesch,haz-zabbar,Serious,26,M,1,Car,,,,,,,,,,,,,,,,20250916,Serious,1,zabbar,triq il-mina ta hompesch,night,False,False,False,False,False,True,False,False,True,False,False,0,0,1,0,0,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,True,False,35.8719308,14.5295125,primary,False,True,False,False,False,False,Southern Harbour,False,False,False,False,True
article_494209.0,Motorcyclist seriously injured in Bormla crash,"A motorcyclist was seriously injured after he was involved in a collision with a car in Bormla on Thursday evening.Â  A police statement said the accident happened on Triq San Ä wann t'GÄ§uxa at 8.45pm, when a 54-year-old motorcyclist from Å»abbar riding a Honda motorbike was involved in a collision with a Hyundai I30 driven by a 34-year-old man from Msida.Â  A medical team was called to the scene, and the motorcyclist was taken to Mater Dei Hospital via ambulance. He was later certified as having suffered serious The motorcyclist was seen by a medical team on site and later taken to Mater Dei Hospital, where he was certified suffering serious injuries.Â  Magistrate Monica Borg Galea is leading an inquiry, and police investigations into the accident are ongoing.",19/09/2025,2025-09-18 20:45:00,triq san gwann t'ghuxa,bormla,Serious,54,M,1,Motorbike,Serious,34,M,1,Car,,,,,,,,,,,20250918,Serious,2,bormla,triq san gwann t'ghuxa,evening,False,False,True,False,False,False,False,False,True,True,False,0,0,1,1,0,True,False,False,2,0,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,True,False,35.8777552,14.5191598,secondary,False,False,False,True,False,False,Southern Harbour,False,False,False,False,True
release_82,Arrested following a traffic accident in Gozo,"A 30-year-old Englishman is being detained after he allegedly stole a motorcycle in Gozo and shortly afterwards was involved in a collision with the same motorcycle.At around 1330 hrs, the Police were informed of a traffic accident in Triq L-GÄ§arb, GÄ§arb. Police went immediately on site where they found that an accident had occurred between two motorcycles, a Honda and a Kymco, and the Honda driver, a 34-year-old man from XagÄ§ra, needed medical assistance.At this point, persons who were on site informed the police that the Kymco driver, probably a British national, fled the scene. A search immediately began, and shortly afterwards he was found in the vicinity of the accident and was arrested. During the arrest he was aggressive towards the police, who were not injured.During investigations, the Police found that the Kymco motorcycle had just been stolen from Sannat, allegedly from the same British man who was involved in the traffic accident and then fled the scene.The two men were taken to the Gozo General Hospital because of the injuries they sustained in the accident, where the 34-year-old man was later certified to have sustained grievous injuries, while the condition of the arrested person is still pending.Police investigations into this case are ongoing.",20/09/2025,2025-09-20 13:30:00,triq l-gharb,gharb,Grievious,34,M,1,Motorbike,Slight,30,M,1,Motorbike,,,,,,,,,,,20250920,Grievious,2,gharb,triq l-gharb,afternoon,True,False,False,False,False,False,False,False,True,False,False,0,0,2,0,0,True,False,False,2,0,0,2,False,False,False,True,False,False,False,0,0,0,2,0,0,0,True,False,True,False,36.0527615,14.2205279,primary,False,True,False,False,False,False,Gozo,False,True,False,False,False
article_494438.0,Pedestrian injured in Pieta' traffic accident,A 77-year-old woman was seriously injured in an accident in Pieta' on Sunday. The police said the accident happened at 8.30am at Sa Maison. The woman was hit by a Hyundai I10 car driven by a 75-year-old man from Sliema.Â  She was hospitalised.,21/09/2025,2025-09-21 08:30:00,sa maison,pieta',Serious,75,M,0,car,Serious,77,F,1,pedestrian,,,,,,,,,,,20250921,Serious,1,pieta,sa maison street,morning,False,False,False,False,True,False,False,False,False,False,True,0,0,0,0,2,True,True,False,1,1,0,2,False,True,False,False,True,False,False,0,1,0,0,1,0,0,True,True,True,False,35.90041,14.49378,primary,False,True,False,False,False,False,Southern Harbour,False,False,False,False,True
article_494571.0,Motorcyclist injured in hit-and-run,The police are on the lookout for a motorist who allegedly drove on after hitting a motorcyclist in San Ä wann on Monday evening. The accident happened in Bella Vista Street at about 7pm and involved a Renault Megane and a Honda motorcycle. The 42-year-old driver of the motorcycle was seriously injured and hoispitalised. A magisterial inquiry is underway.,23/09/2025,2025-09-22 19:00:00,bella vista street,san gwann,Serious,none,none,1,car,Serious,42,none,1,Motorbike,,,,,,,,,,,20250922,Serious,2,san gwann,bella vista street,evening,False,False,True,False,False,False,False,False,True,False,False,0,0,1,0,0,False,False,True,0,0,2,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,True,False,35.907253,14.4720292,secondary,False,False,False,True,False,False,Central,True,False,False,False,False
release_39,Gozo traffic accident,"Today, at around 0800 hrs, the Police were informed of a traffic accident in Triq Marsalforn, Å»ebbuÄ¡, Gozo.From initial investigations, it showed that an 82-year-old man from Ä¦aÅ¼-Å»abbar lost control of the Toyota Corolla he was driving and crashed into a wall. An 81-year-old woman from Santa Venera was also in the vehicle.The woman was assisted by a medical team on site and taken to Gozo General Hospital by an ambulance, where she was certified to have sustained grievous injuries.The Police are carrying out investigations.",24/09/2025,2025-09-24 08:00:00,triq marsalforn,zebbug,Grievious,82,M,1,Car,,,,,,,,,,,,,,,,20250924,Grievious,1,zebbug,triq marsalforn,early_morning,False,True,False,False,False,False,False,False,False,False,True,0,0,0,0,1,True,False,False,1,0,0,1,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,False,False,True,36.0613833,14.2551875,primary,False,True,False,False,False,False,Central,True,False,False,False,False
release_66,Man grievously injured in traffic accident,"A 70-year-old man residing in St Julianâ€™s, at around 1415hrs, was taken to Gozo General Hospital because he was injured in a traffic accident in Republic Street, Victoria, Gozo.Preliminary investigations showed that the victim was hit by a Lintex HT125T-28 motorcycle, which was being driven by a 58-year-old man residing in Rabat, Gozo.The men were assisted by a medical team and the elderly man was taken to hospital by ambulance, where he was certified to have suffered grievous injuries.Police investigations are ongoing.",25/09/2025,2025-09-25 14:15:00,republic street,victoria,Grievious,58,M,1,Motorbike,,,,,,,,,,,,,,,,20250925,Grievious,1,victoria,republic street,afternoon,True,False,False,False,False,False,False,False,False,True,False,0,0,0,1,0,True,False,False,1,0,0,1,False,False,False,True,False,False,False,0,0,0,1,0,0,0,False,False,False,True,36.0442596,14.2429687,primary,False,True,False,False,False,False,Gozo,False,True,False,False,False
article_494910.0,Motorcyclist grievously injured in Marsascala accident,"A biker was grievously injured on Thursday evening after he was involved in a collision with a car in Marsascala.Â  According to police preliminary investigations, the accident happened at 6pm in Triq Sant Antnin and involved a Toyota Passo driven by a 28-year-old woman from Marsascala, and a Kymco Agility motorbike ridden by a 33-year-old man from Tarxien. The motorcyclist was taken to Mater Dei Hospital by ambulance, where he was certified to have sustained grievous injuries. Police investigations are ongoing.",26/09/2025,2025-09-25 18:00:00,triq sant antnin,marsascala,Grievious,28,F,1,car,Grievious,33,M,1,Motorbike,,,,,,,,,,,20250925,Grievious,2,marsascala,triq sant antnin,afternoon,True,False,False,False,False,False,False,False,True,False,False,0,0,2,0,0,True,True,False,1,1,0,2,False,False,False,True,True,False,False,0,0,0,1,1,0,0,False,False,False,True,35.862551,14.5587173,secondary,False,False,False,True,False,False,South Eastern,False,False,False,True,False
