id,title,content,date_published,accident_datetime,street,city,A_accident_severity,A_driver_age,A_driver_gender,A_number_injured,A_vehicle_type,B_accident_severity,B_driver_age,B_driver_gender,B_number_injured,B_vehicle_type,C_accident_severity,C_driver_age,C_driver_gender,C_number_injured,C_vehicle_type,D_accident_severity,D_driver_age,D_driver_gender,D_number_injured,D_vehicle_type,accident_date_id
release_67,Man grievously injured in traffic accident,"A 28-year-old man who lives in Għargħur, at around 0745hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Triq ix-Xatt Ta’ Xbiex, Ta’ Xbiex.Preliminary investigations showed that the man was hit by a Toyota IQ, which was being driven by a 52-year-old Italian man residing in Gzira.The man was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",2025-08-04,04/08/2025 07:45,triq ix-xatt ta xbiex,ta xbiex,Grievious,52,M,1,Car,,,,,,,,,,,,,,,,20250804
article_467167.0,Ex-footballer Alfred Azzopardi 'fighting for life' after crash that killed wife,"The son of former Malta footballer Alfred Azzopardi says he is fighting for his life after a car crash that killed his wife on Sunday.  Cain Azzopardi paid a heartbreaking tribute to his mother, Mildred, who was crushed to death when a Subaru Imprezza crashed into the parked family car. The driver of the Subaru Impreza, 23-year-old soldier Benjamin Chetcuti, has been charged with involuntary homicide and drink-driving. He denies all charges. ""You didn't deserve this ma after someone irresponsible took your life, we miss you so much and we keep pushing forward as dad keeps fighting for his life,"" Cain Azzopardi wrote on Facebook on Wednesday. ""My best friend, we won't be visiting the Pyramids in Egypt together like we always wanted to. But I know you will there with me. I love you ❤️""  Another of the victim's four children, Amy Azzopardi, shared details of her funeral, which will be held at 9.15am on Saturday at the Floriana Saint Publius Church.  She asked mourners not to wear black, but instead dress in colour ""preferably turquoise or orange her favourite colours"". The couple had finished a fishing trip at the Valletta waterfront when the crash happened at Ta' Liesse in Valletta. Mildred Azzopardi, 62, was outside the parked Ford Fiesta while her husband Alfred Azzopardi, 69, was inside.  Alfred Azzopardi is a popular figure in Ħamrun, given his successful career as a football player with Ħamrun Spartans during their golden years in the 1980s. He played as a defender, spending over 10 years with the Spartans, helping the Reds to Premier League promotion in season 1975-76. His best years with the Spartans arrived in the 1980s as he helped his club to a league and cup double in season 1982-83 and the FA Trophy the following campaign. In season 1985-86, he helped the Reds to lift the Euro Cup. During his career, Azzopardi also donned the colours of Hibernians and was selected to represent the Malta national team, where he collected eight international caps.",2025-07-30,2025-08-04 15:30:00,ta' liesse,valletta,Fatal,23,M,1,car,Fatal,69,M,1,car,,,,,,,,,,,20250804
article_489728.5,Eight-year-old and two motorcyclists seriously injured in two traffic accidents,"Two motorcycle drivers and an eight-year-old boy were taken to hospital yesterday with serious injuries following traffic accidents in Naxxar and Żabbar. The first accident occurred at around 11.30 am, when a Nooma Bravo GLE motorbike driven by a 48-year-old Bulgarian resident of St. Paul’s Bay was involved in a collision with a Hyundai I10 driven by a 60-year-old Spaniard on Triq is-Salina in Naxxar. The second accident took place around an hour later on Triq Bormla in Żabbar, when a Fiat Scudo driven by a 23-year-old man from Kirkop and a Honda NSS motorbike driven by a 45-year-old man from Żabbar, with an eight-year-old boy riding as passenger, collided. All those involved were treated at the scene, with both motorcycle drivers and the eight-year-old boy taken to Mater Dei Hospital, where their injuries were certified as serious. Police investigations are ongoing.",2025-08-07,2025-08-06 12:30:00,triq bormla,naxxar,serious,45,M,1,Motorbike,serious,23,M,1,car,,,,,,,,,,,20250806
article_489728.0,Eight-year-old and two motorcyclists seriously injured in two traffic accidents,"Two motorcycle drivers and an eight-year-old boy were taken to hospital yesterday with serious injuries following traffic accidents in Naxxar and Żabbar. The first accident occurred at around 11.30 am, when a Nooma Bravo GLE motorbike driven by a 48-year-old Bulgarian resident of St. Paul’s Bay was involved in a collision with a Hyundai I10 driven by a 60-year-old Spaniard on Triq is-Salina in Naxxar. The second accident took place around an hour later on Triq Bormla in Żabbar, when a Fiat Scudo driven by a 23-year-old man from Kirkop and a Honda NSS motorbike driven by a 45-year-old man from Żabbar, with an eight-year-old boy riding as passenger, collided. All those involved were treated at the scene, with both motorcycle drivers and the eight-year-old boy taken to Mater Dei Hospital, where their injuries were certified as serious. Police investigations are ongoing.",2025-08-07,2025-08-06 11:30:00,triq is-salin,naxxar,serious,48,M,0,Motorbike,serious,60,M,0,car,,,,,,,,,,,20250806
article_489720.0,Three people seriously injured in two traffic accidents,"Three people were taken to hospital yesterday with serious injuries following traffic accidents in Naxxar and Żabbar. The first accident occurred at around 11.30 am, when a Nooma Bravo GLE motorbike driven by a 48-year-old Bulgarian resident of St. Paul’s Bay was involved in a collision with a Hyundai I10 driven by a 60-year-old Spaniard on Triq is-Salina in Naxxar. The second accident took place around an hour later, when a Fiat Scudo driven by a 23-year-old man from Kirkop and a Honda NSS motorbike driven by a 45-year-old man from Żabbar, with an eight-year-old boy riding as passenger, collided. All those involved were treated at the scene, with both motorcycle riders and the eight-year-old passenger taken to Mater Dei Hospital, where their injuries were certified as serious. Police investigations are ongoing.",2025-08-07,2025-08-06 12:30:00,triq bormla,naxxar,serious,45,M,1,Motorbike,,,,,,,,,,,,,,,,20250806
article_467164.0,"Karmenu Muscat, driving instructor who died in bus accident, was an Olympian","Karmenu Muscat, the Tallinja driving instructor who died on Tuesday after a bus rolled back on him, was part of Malta’s representation in the 1980 Olympics. In a tribute post to the 63-year-old, the Maltese Olympic Committee said Muscat’s Olympian legacy will not be forgotten. “Karmenu proudly represented Malta in cycling at the 1980 Moscow Olympic Games,” the MOC said, adding they are “deeply saddened” by his passing. Muscat was among only a handful of Maltese athletes in the Games held 45 years ago.  As part of the cycling team, Muscat participated in the team trials where Malta finished in the 20th position out of 23 nations, beating Libya, Cameroon and Ethiopia. The MOC sent their condolences to Muscat’s family and loved ones. Muscat, who was a bus driving instructor, was caught between a back-rolling bus and a wall during the Tuesday afternoon incident at the Floriana Park and Ride.  A medical team was on site and Muscat was taken immediately to Mater Dei Hospital but died shortly afterwards. In a Facebook post, Malta's public transport operator Tallinja said the organisation was ""deeply saddened by the tragic loss of our colleague and dear friend, Karmenu Muscat, who passed away today in a devastating accident"". The company described him as someone many looked up to for his “patience, professionalism, and dedication”.",2025-07-30,2025-08-06 15:30:00,floriana park and ride,floriana,Fatal,63,M,0,bus,,,,,,,,,,,,,,,,20250806
article_490746.0,"Drunk cab driver was waiting for passengers before crash into salon, court hears","A cab driver who was over the legal alcohol limit when he crashed into a Santa Venera hair salon told police he had been waiting for passengers, a court has heard. Abdi Salaan Mahamad Abditon Ali had a reading of 107.3 micrograms of alcohol per 100 ml breath, when the legal limit for cab drivers is zero, after the crash into Marica’s Salon, on Cannon Road, on August 7. A court on Monday heard that he gave a statement to police, in which he said he was waiting for passengers just before the collision. ""Thank God no one requested a cab… It could have resulted in fatalities,” police inspector Nathan Bugeja told the court.   The 42-year-old Somali national stands accused of driving in a negligent, dangerous and reckless manner, causing damage to third property, and driving under influence. He denies the charges. The salon was still closed at the time of the incident and there were no injuries. A police constable testified about receiving a call regarding the collision, with the initial information stating that the vehicle had crashed into a “house”. When the witness got onsite, he found the owner, Marica Baldacchino, who had not seen the incident. The witness went to Mater Dei Hospital where he spoke to the driver. He returned back when another constable was subjecting the driver to the a breathalyzer test. The constable underlined that a cab driver’s limit is 0 μg/100ml. During Monday’s sitting, the prosecution and defence made submissions on bail. Police inspector Bugeja objected due to the seriousness of the crime.  Bugeja also highlighted that although the man’s address on his official documents and the charge sheet state that he lives in St Paul’s Bay, the police accompanied him to a Ħamrun address to collect his passport. Defence lawyer Francesca Zarb counter-argued that the defendant has been in Malta since 2008 and this was his first brush with the law. He was granted subsidiary protection and has a residence permit. The lawyer observed that the court as presided hears cases on traffic collisions and argued that individuals with the same charges are brought before it under summons not under arrest. Zarb also argued that whether the man is granted bail or otherwise, the amount of damages would not be affected. Bugeja rebutted the argument stating that usually collisions do not involve third parties, nor do they involve damages running into thousands of euros. While an exact figure was not given during Monday’s sitting, the damages sustained are between €10,000 to €15,000. These will be confirmed once the salon owner takes the stand. The police inspector also added that the man poses a risk to the public. Zarb observed that two of Ali’s friends were present in the courtroom, with one of them willing to host him. The friend told the court that he came to Malta in 2006 and has known the accused for the past eight years. The court then asked the accused whether he held a bank account, signalling it was willing to grant bail, only if a bank guarantee could be made. After establishing that Ali lacked a bank account with a local bank through which he could guarantee at least €10,000 in favour of the victim, the court denied the man bail. In its decision, the court held that it does not have the peace of mind he would be able to satisfy all conditions otherwise imposed by the court in a bail decree, even though at this stage, the man is presumed innocent until proven guilty. The case continues later this month. Magistrate Victor Axiak presided.Police inspectors Nathan Bugeja and Rachel Aquilina prosecuted.Lawyer Francesca Zarb appeared for the accused.Lawyers Zack Esmail and Kaylie Borg appeared parte civile.",2025-08-18,2025-08-07 08:00:00,cannon road,santa venera,not injured,42,M,0,car,,,,,,,,,,,,,,,,20250807
article_490008.0,"Driver was drunk when cab crashed into hairdresser's salon, court told","The motorist who was behind the wheel of a cab that crashed into a hairdresser's shop on Thursday morning was drunk, a court heard during his arraignment on Sunday. Police Inspector Nathan Bugeja told Magistrate Gianella Camilleri Busuttil that the motorist, 42-year-old Somali Abdi Salaan Mahammad Abditon, suffered slight injuries when he lost control of the car and crashed into the salon on Cannon Road, Sta Venera. A breathalyser test in hospital showed an alcohol level of over 100 when he should not have had any alcoholic drink, being a cab driver.  No one was injured in the incident, which happened at about 8am and was recorded on CCTV.  The hairdresser avoided injury because she happened to be outside feeding cats. The defence requested bail, with the legal aid lawyer arguing that his client had not had any previous court cases and did not know the witnesses. The prosecution opposed the request, pointing out that this was a serious case, and the accused had told the police that he wished to speak to the shop's owner. Bail was denied.",2025-08-10,2025-08-07 08:00:00,cannon road,sta venera,not injured,42,M,0,car,,,,,,,,,,,,,,,,20250807
article_489990.0,Companies rally to help Sta Venera hair salon after car crash,"A number of companies have offered to help the owner of a Santa Venera hair salon to clear up the wreckage and debris for free after a car smashed through the shop’s glass doors. The salon was extensively damaged on Thursday morning after a Y-plate cab ploughed into the salon’s glass doors at speed, smashing through furniture and stopping just in front of the reception desk. CCTV footage showed the accident left shattered glass, broken furniture and other debris. On Friday, JA Transport left a message on popular Facebook group Are You Being Served to reach out to the owner of Marica’s Salon offering the company’s services for free, saying they were available to help her “get back on her feet as quickly as possible”. Maverick Baldacchino, the hair salon owner’s son, replied: “May there be more people like you in the world”. Other companies quickly followed JA Transport’s initiative. JG Cleaning Services offered their help for free while Bieb u Għatba turnkey project management company said “let us know how we can give you a helping hand”. Amai beauty salon offered the hairdresser a work station.  The companies’ “heartwarming” offer for help was met with a considerable response with many commenting on the “positive and amazing gesture” and remarking that “there are not many people of goodwill left like you”. The salon on Canon Road was empty at the time of the accident and the owner, Marica Baldacchino, happened to be out feeding stray cats. The driver, a 42-year-old man from Somalia who resides in St Paul's Bay sustained slight injuries. In a social media post, the hairdresser's son Maverick wrote the salon would be open for business as usual on Friday, the morning after the accident, despite the damage sustained to the outlet.",2025-08-09,2025-08-07 00:00:00,canon road,santa venera,Serious,42,M,1,car,,,,,,,,,,,,,,,,20250807
article_489733.0,Cab ploughs into hairdresser's salon in Santa Venera,"Updated 9.56am A taxi crashed into a hairdresser's salon in Santa Venera on Thursday morning. The car, a Y-plate vehicle, ploughed into Marica's Salon on Cannon Road at around 8am, with police and Civil Protection Department officers on the scene shortly after. A visit to the site showed the car almost completely inside the salon after smashing through the glass at the front of the business. Nobody is believed to have been inside the salon at the time. The driver of the vehicle is believed to have been taken to hospital after sustaining injuries in the crash. The salon describes itself as being in Santa Venera, and is located on the border between the locality and Ħamrun. More to follow.",2025-08-07,2025-08-07 08:00:00,cannon road,santa venera,Serious,none,none,1,car,,,,,,,,,,,,,,,,20250807
release_550,3 persons injured in separate traffic accidents,"Three persons were taken to Mater Dei Hospital, yesterday, after they were injured in two separate traffic accidents.The first accident occurred at around 1130 hrs, in Salina Street, Naxxar. Preliminary investigations showed that a collision occurred between a Nooma Bravo GLE motorcycle driven by a 48-year-old Bulgarian from St Paul’s Bay and a Hyundai I10 driven by a 60-year-old Spaniard.The second accident occurred at 1230 hrs in Cospicua Road, Zabbar. Preliminary investigations showed that a collision occurred between a Fiat Scudo driven by a 23-year-old man from Kirkop and a Honda NSS motorcycle driven by a 45-year-old man from Żabbar. An 8-year-old boy was also on the bike.A medical team assisted in the two incidents and the motorcyclists and the 8-year-old boy were taken to hospital by an ambulance for medical treatment. Later, they were certified to have sustained grievous injuries.Police investigations are ongoing.",2025-08-07,07/08/2025 12:30,cospicua road,zabbar,not injured,23,unknown,0,Car,Grievious,45,unknown,2,Motorbike,,,,,,,,,,,20250807
release_55,3 persons injured in separate traffic accidents,"Three persons were taken to Mater Dei Hospital, yesterday, after they were injured in two separate traffic accidents.The first accident occurred at around 1130 hrs, in Salina Street, Naxxar. Preliminary investigations showed that a collision occurred between a Nooma Bravo GLE motorcycle driven by a 48-year-old Bulgarian from St Paul’s Bay and a Hyundai I10 driven by a 60-year-old Spaniard.The second accident occurred at 1230 hrs in Cospicua Road, Zabbar. Preliminary investigations showed that a collision occurred between a Fiat Scudo driven by a 23-year-old man from Kirkop and a Honda NSS motorcycle driven by a 45-year-old man from Żabbar. An 8-year-old boy was also on the bike.A medical team assisted in the two incidents and the motorcyclists and the 8-year-old boy were taken to hospital by an ambulance for medical treatment. Later, they were certified to have sustained grievous injuries.Police investigations are ongoing.",2025-08-07,07/08/2025 11:30,salina street,naxxar,Grievious,48,unknown,1,Motorbike,not injured,60,unknown,0,Car,,,,,,,,,,,20250807
article_467110.0,Brazilian motorcyclist grievously injured in Ħal Għaxaq accident,"A motorcyclist was grievously injured following an accident in Ħal Għaxaq on Tuesday evening.  The accident occurred at around 6pm in  Triq Dawret Ħal Għaxaq. It involved  a Madison motorcycle driven by a 29-year-old Brazilian man, a Żurrieq resident, and a Volvo XC60 driven by a 42-year-old man from Ħal Għaxaq. The motorcyclist was taken to Mater Dei Hospital by ambulance, where he was certified to have sustained serious injuries. Investigations are ongoing.",2025-07-30,2025-08-08 15:30:00,triq dawret hal ghaxaq,hal ghaxaq,Grievious,29,M,1,Motorbike,Grievious,42,M,0,Car,,,,,,,,,,,20250808
article_490010.0,Woman in hospital after overturning car in San Ġwann valley,"A 25-year-old woman was taken to hospital on Saturday morning after she overturned her car while driving through the San Ġwann valley. The woman, who lives in Swieqi, was driving a Volkswagen Polo on Triq il-Pellikan at around 7.30am when she lost control of the vehicle and overturned it. She was extracted from the vehicle and taken to hospital by ambulance for treatment. No information about her medical condition was available at the time of writing, but a police spokesperson said her injuries were not critical. The road was temporarily closed to traffic while officers cleared the scene.",2025-08-09,2025-08-09 07:30:00,triq il-pellikan,san gwann,slight,25,F,1,car,,,,,,,,,,,,,,,,20250809
article_489993.0,Food courier injured in Mġarr accident,"A food courier was seriously injured when he lost control of his motorcycle and crashed at Mosta Road, Mġarr, late on Sunday. The police said the 33-year-old Indian national, a resident in San Ġwann fell off his motorcycle at about 7pm. He was given first aid by an ambulance crew and hospitalised in a serious condition.  It was the second serious incident involving a food courier on Sunday. Earlier in the day, a Nepalese courier died when his motorcycle was hit by a car driven by an underage motorist in Sta Venera.",2025-08-11,2025-08-10 19:00:00,mosta road,mgarr,Serious,33,M,1,Motorbike,,,,,,,,,,,,,,,,20250810
article_490073.0,Underage driver set to be arraigned over Sunday's fatal crash,"A motorist who hit and killed a food courier before crashing into three parked cars is due to be taken to court at noon on Monday. He is expected to face charges of involuntary homicide, reckless driving leading to the death of the 42-year-old motorcyclist from Nepal, driving when he was too young to hold a driving licence, and running away from the scene of the crash. The young man was driving his father's Maserati Levante when the crash happened at 5.20am in Psaila Street, Sta Venera. He was arrested several hours later, along with an 18-year-old woman, a passenger who also ran away from the scene. A third young woman, also a passenger, was arrested minutes after the crash, close to the scene of the crash, having suffered injuries.",2025-08-11,2025-08-10 05:20:00,psaila street,sta venera,Fatal,17,M,1,Car,Fatal,42,none,0,Motorbike,,,,,,,,,,,20250810
article_490101.0,"Fundraiser for hit-and-run victim hits over €11,000 in less than 24 hours","A fundraiser for a food courier killed in a hit-and-run on Sunday has raised over €11,000 in less than 24 hours. Khim Bahadur Pun, 42, from Nepal, was carrying his Wolt delivery bag when his motorcycle was hit in  Birkirkara at 5.25am. An underage driver, who was arrested after fleeing the scene, is to be arraigned on Monday in connection with the crash.  The Non-Resident Nepali Association (NRNA) said there had been ""huge support"" for a fundraiser it set up to help the father-of-three's family and to cover the funeral costs in Nepal.   Khanal described the Nepalese community as ""one big family"", and said the loss of Pun had deeply affected them all. He said he was deeply moved and grateful to see such ""overwhelming"" support for Pun. ""This generosity not only reflects the kindness and compassion of people here in Malta and beyond, but also gives strength and hope to Khim's family during this incredibly difficult time. It's a powerful reminder that humanity transcends borders, and when we come together, we can truly make a difference."" A 17-year-old from Qormi, is due to be taken to court on Monday afternoon.  The motorist was driving his father's Maserati Levante when the crash happened at 5.20am in Psaila Street, Sta Venera. He was arrested several hours later, along with an 18-year-old passenger who also ran away from the scene.  A third passenger, an 18-year-old woman also from Qormi, was arrested minutes after the crash, close to the scene of the crash, having suffered injuries.",2025-08-11,2025-08-10 05:20:00,psaila street,sta venera,Fatal,42,M,1,Motorbike,Fatal,17,none,0,Car,,,,,,,,,,,20250810
article_489884.0,Pedestrian injured in Floriana,"A 72-year-old pedestrian was seriously injured when he was hit by a car on National Road, Floriana. The police said the accident happened at 9am on Sunday when the elderly man was hit by a Peugeot Partner van that was being driven by a 78-year-old man from Birżebbuġa. The victim was hospitalised. The police are investigating.",2025-08-10,2025-08-10 09:00:00,triq nazzjonali,floriana,Serious,78,M,0,Van,Serious,72,M,1,Pedestrian,,,,,,,,,,,20250810
article_489889.0,"17-year-old arrested over fatal hit-and-run, hours after fleeing scene","Updated 12.30pm with more details Police have arrested an underage driver believed to have been behind the wheel of a car that killed a 42-year-old motorcyclist in a horrific hit-and-run in Birkirkara early on Sunday.  The driver, a 17-year-old boy, and an 18-year-old passenger, both from Qormi, were arrested hours after the accident, after fleeing the scene on foot.  Initial investigations suggest a Maserati Levante crashed into a Kymco motorbike driven by the victim, a 42-year-old Nepalese man, residing in Birkirkara. The incident happened at 5.20am on Triq Salvu Psaila.  Following the impact, the car crashed into three parked vehicles.  The victim was pronounced dead at the scene of the accident, while the 17-year-old car driver and two passengers left the scene.  One of the passengers, an 18-year-old girl from Mosta, was found a short distance away from the accident and was arrested. She was taken to Mater Dei Hospital, and was later certified to be suffering grievous injuries. It is not yet known if the driver and the other passenger sustained any injuries.  The Maserati is owned by the driver's father, who was also arrested by the police.",2025-08-10,2025-08-10 05:20:00,triq salvu psaila,birkirkara,Fatal,17,M,0,Car,Fatal,42,M,1,Motorbike,,,,,,,,,,,20250810
article_489878.0,Hit-and-run victim named as food courier father-of-three Khim Bahadur Pun,"Updated 5.42pm with doctors' call road safety action The 42-year-old motorcyclist who was killed in a horrific hit-and-run in Birkirkara early on Sunday morning has been named as Khim Bahadur Pun from Nepal. A father of three young children, Pun moved to Malta three years ago and was working as a food courier. He is the 18th person to have died on Malta's roads this year.  Police said the 42-year-old victim, who was residing in Birkirkara, died after a Maserati Levante crashed into the Kymco motorbike he was driving.  Following the impact, the Maserati crashed into three parked vehicles and the three people inside it fled on foot. The 17-year-old driver and his father have been arrested. In a Facebook post, the Non-Resident Nepali Association (NRNA) said they were shocked by the news of Pun's death, all due to an unfortunate road accident.   These, the NGO said, are not radical proposals - they are basic safety measures used successfully worldwide. ""The father who died today, and the 17 others before him this year, deserves justice through action. Their families deserve a guarantee that no stone is left unturned so that no other family will endure this preventable heartbreak,"" the doctors said.",2025-08-10,2025-08-10 05:20:00,triq salvu psaila,birkirkara,Fatal,42,M,1,Motorbike,Fatal,17,none,0,Car,,,,,,,,,,,20250810
release_53,Motorcycle accident in Mgarr,"A 33-year-old Indian national and residing in San Ġwann, at around 1900hrs of yesterday evening, was taken to Mater Dei Hospital because he was injured in a traffic accident in Mosta Road, Mġarr.Preliminary investigations showed that the man was riding a Honda motorcycle, lost control and fell.He was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",2025-08-11,11/08/2025 19:00,mosta road,mgarr,Grievious,33,M,1,Motorbike,,,,,,,,,,,,,,,,20250811
article_490165.0,Pedestrian injured as parked car is pushed forward during crash,"Two persons were hospitalised after a car crashed into a parked vehicle in Guardamangia on Tuesday morning. The accident happened at 7am in St Luke's Square, opposite St Luke's Hospital when a Volkswagen crashed into the back of a parked Mercedes. The Mercedes was pushed forward, hitting a man and injuring him. The driver of the Volkswagen was also injured. The police are investigating. No further details were immediately available.",2025-08-12,2025-08-12 07:00:00,st luke's square,guardamangia,Serious,none,none,2,Car,,,,,,,,,,,,,,,,20250812
release_111,Traffic accident in Gwardamanġa,"Today, at around 0700hrs, the Police were informed of a traffic accident in St Luke’s Square, Gwardamanġa.The Police went immediately on site and preliminary investigations showed that a collision had occurred between a Volkswagen Caddy driven by a 62-year-old man residing in Mellieħa and a Mercedes Benz E320, which was stationary at the side of the road. Consequently, the Mercedes moved forward and hit a 41-year-old woman residing in Valletta.Members of the Civil Protection Department and a medical team were called to the scene and ambulances took the two persons to Mater Dei Hospital for treatment. They were later certified to have sustained grievous injuries.Police investigations into this incident are ongoing.",2025-08-12,12/08/2025 07:00,st lukes square,gwardamanga,Grievious,62,M,1,Car,Grievious,41,F,1,Car,,,,,,,,,,,20250812
article_490653.0,Friends launch fundraiser to bring home Italian tourist killed in Pembroke crash,"The friends of a 21-year old Italian tourist who died following a motorcycle crash in Pembroke have launched an online fundraising campaign to repatriate his body. Maichol Di Nunzio from Primavalle, in the north-eastern part of Rome, crashed his Kymco Agility motorbike into a conrete barrier on Triq Sant’ Andrija early on Thursday morning. He succumbed to his injuries on Saturday. His friends describe di Nunzio as “full of life and always cheerful” but had lived a life full of hardship. He was brought up in a foster home from the age of nine together with his sister Aurora. “They grew up side by side, supporting each other and becoming a vital point of reference for one another,” fundraiser organiser Desire Di Francesco said. “Now, it is Aurora who must face the repatriation of her brother’s body to Italy,” she said, adding that Aurora does not have the financial means to cover the expenses. By Sunday morning the fundraiser had already raised over €28,700, more than half the amount requested, from around 600 donors. The GoFundMe fundraiser can be accessed here.",2025-08-17,2025-08-14 09:00:00,triq sant andrija,pembroke,Fatal,21,M,0,Motorbike,,,,,,,,,,,,,,,,20250814
article_490568.0,21-year-old who crashed motorcycle in Pembroke dies,"A motorcyclist who crashed in Pembroke at 5.30am on Thursday has died, the police said in a brief statement on Saturday. The 21-year-old Italian man crashed his Kymco Agility motorbike into a concrete barrier on Triq Sant’ Andrija and was rushed to hospital in a critical condition. Despite medical teams’ best efforts, he subsequently died in hospital. The motorcyclist is the 19th person to die as a result of traffic incidents this year, and the second motorcyclist to die this past week. In a separate, unrelated incident, a motorcyclist was killed by an underage driver who fled the scene last Sunday morning. The driver was subsequently caught, arrested and charged with manslaughter.",2025-08-16,2025-08-14 05:30:00,triq sant andrija,pembroke,Fatal,21,M,1,Motorbike,,,,,,,,,,,,,,,,20250814
article_490371.0,Motorcyclist seriously injured following Pembroke accident,"A 21-year-old Italian motorcyclist was rushed to the hospital early on Thursday morning after crashing into a concrete barricade.  A police spokesperson said the accident happened at around 5.30 am in Triq Sant' Sant'Andrija in Pembroke, in St. Andrew's area.  According to investigations, the man lost control of the Kymco Agility motorbike and crashed into the concrete traffic barricade. The motorcyclist was rushed to the hospital for further medical assistance and was certified with serious injuries. The road leading towards the Coast Road is currently closed.  Magistrate Monica Borg Galea is leading an inquiry into the crash.",2025-08-14,2025-08-14 05:30:00,triq sant'andrija,pembroke,Serious,21,none,1,Motorbike,,,,,,,,,,,,,,,,20250814
article_489339.0,Crashes snarl traffic on major arteries,"Updated 6.40pm A motorcyclist was injured in a traffic accident on a northbound lane of Marsa's Triq Aldo Moro on Monday afternoon.  The incident was reported at around 3.30pm, a police spokesperson said.  The rider, a 67-year-old man from Tarxien was riding a Kymco Skytown motorcycle that collided with a BMW i13 driven by a 79-year-old Sliema woman.  He was taken to Mater Dei Hospital by ambulance. No information about his medical condition was available at the time of writing.  Police cordoned off a section of two lanes on the busy thoroughfare as they worked to clear the scene. The incident led to significant traffic tailing back on the busy road.  The road was fully reopened by 6.30pm, a police spokesperson said.  Mosta Road closed Traffic was also reduced to a standstill in Mosta Road, Lija. A collision between two cars in mid-afternoon caused the busy road to be closed in both directions.  Kirkop tunnel partially closed Meanwhile, one of the Kirkop tunnels was damaged when its roof was hit by a trailer carrying a raised earth shovel. The accident happened at about 6pm and initially caused the closure of the south-bound tunnel. Traffic was later eased when one of the lanes was reopened.  Rabat Road crash A long traffic jam also formed on the Rabat road, Saqqajja, following a collision between a route bus and a car. Both sides of the road were closed for some time. No one was injured.",2025-08-04,2025-08-14 15:30:00,triq aldo moro,marsa,Serious,67,M,1,Motorbike,Serious,79,F,0,car,,,,,,,,,,,20250814
release_57,Motorcyclist seriously injured,"Yesterday, at around four in the afternoon (1600 hrs), the Police were informed of a traffic accident along the Coast Road, Naxxar.Preliminary investigations showed that a collision occurred between a Toyota Aygo driven by a 44-year-old woman from St Paul’s Bay and a CF Moto motorcycle driven by a 53-year-old man from Belgium who lives in Gzira.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital for treatment where he was later certified to have sustained serious injuries.Magistrate Dr Monica Borg Galea LL. D was informed of the case and opened a Magisterial Inquiry while Police investigations are ongoing.",2025-08-18,17/08/2025 16:00,coast road,naxxar,not injured,44,F,0,Car,Serious,53,M,1,Motorbike,,,,,,,,,,,20250817
article_490684.0,Northbound lane of coast road closed after traffic accident,"The northbound lane of the coast road in Naxxar, Tul Il-Kosta, was closed after a traffic accident on Sunday afternoon.  The accident at around 4pm saw a motorcycle driven by a 53-year-old man involved in a collision with a car, police said.  Further details, including the condition of the motorcyclist — who is believed to be a foreign national — and the driver of the car, were not available at the time of publication. Police advised motorists to avoid the area and seek alternate routes.",2025-08-17,2025-08-17 16:00:00,coast road,naxxar,unknown,53,M,none,Motorbike,unknown,none,none,none,Car,,,,,,,,,,,20250817
article_492026.0,"Case continues of drunk driver in Baħar iċ-Ċagħaq crash, driver granted bail","A woman involved in a Baħar ic-Cagħaq collision that left a motorcyclist seriously injured has been granted bail. Yoana Valentinova Gatt, a 44-year-old Bulgarian national living in St Paul’s Bay, admitted earlier this week to causing grievous bodily harm through negligence to the motorcyclist, damaging the victim’s motorcycle, driving under the influence and drink driving. She denies the reckless driving charge, and the case continues with respect to that charge. The incident took place on August 17 when Valentinova Gatt hit the motorcycle from the rear, injuring its driver, a 53-year-old Belgian national living in Gżira. Eyewitnesses who testified earlier this week explained how five men had lifted the woman’s car, which had its engine still running, to free the trapped motorcyclist. The motorcyclist was placed in the recovery position until the emergency services arrived at the scene. A breathalyser test revealed Valentinova Gatt was six times over the legal limit, with the test marking 124.9 μg/100ml (microgrammes of alcohol per 100ml breath). On Friday morning, the court granted the woman bail against a €2,000 deposit and a €10,000 personal guarantee. She was ordered to sign the bail book twice a week. Magistrate Antoine Agius Bonnici presided. Police inspector Nathan Bugeja prosecuted. Legal aid lawyer Nadya Fiott appeared for the accused.",2025-08-29,2025-08-17 16:00:00,coast road,naxxar,Grievious,44,F,0,Car,Grievious,53,M,1,Motorbike,,,,,,,,,,,20250817
