id,title,content,date_published,accident_datetime,street,city,A_accident_severity,A_driver_age,A_driver_gender,A_number_injured,A_vehicle_type,B_accident_severity,B_driver_age,B_driver_gender,B_number_injured,B_vehicle_type,C_accident_severity,C_driver_age,C_driver_gender,C_number_injured,C_vehicle_type,D_accident_severity,D_driver_age,D_driver_gender,D_number_injured,D_vehicle_type,accident_date_id,accident_severity,total_injured,delete_flag,C_city,C_street,duplicate_of_id
article_640.0,Motorcyclist dies following Senglea crash,"A motorcyclist died on Saturday afternoon after a collision on the Senglea seafront.Â Â  The victim, named as 43-year-old Charlo Calleja, received first aid from a medical team but was certified dead on site.Â  Police said the incident happened at around 5pm on Triq ix-Xatt Juan B Azopardo. Â  The victim lost control of the vehicle and crashed into a bollard that separates the road from the pavement, the police said.Â  Magistrate Joseph Mifsud has appointed an inquiry as police investigations are ongoing. It is the second fatal accident in a day. A Å»ebbuÄ¡ man died after he was crushed by his own truck in the Ä¦al Far industrial estate on Saturday morning.",07/06/2025,07/06/2025 17:00,triq ix-xatt juan b azopardo,senglea,Fatal,43,M,1,Motorbike,,,,,,,,,,,,,,,,20250607,Fatal,1,retain,cospicua,triq ix-xatt juan b azopardo,
article_685.0,"Five taken to hospital, including toddler, following St Paul's Bay crash","Five people, including a two-year-old, were taken to hospital on Friday night following a collision in St Paulâ€™s Bay. The crash happened on the corner of Triq Paredes and Triq il-ParroÄ‹Ä‹a at around 8.30pm, a police spokesperson said. One of the vehicles involved was a Seat Leon driven by a 22-year-old woman from Msida. She was taken to hospital with grievous injuries. Her two passengers â€“ a 21-year-old man from St Paulâ€™s Bay and a two-year-old boy â€“ were both slightly injured in the crash. The other car involved was a Mercedes C180 driven by a man, with another man in the passenger seat. The passenger was grievously injured. The police had no further details about the Mercedes occupants at the time of writing. All five people involved were taken to Mater Dei Hospital by ambulance. Civil Protection Department officials were deployed to clear the crash site and render the road surface safe.",07/06/2025,06/06/2025 20:30,triq paredes,st paul's bay,Grievious,22,F,3,Car,Grievious,none,M,2,Car,,,,,,,,,,,20250606,Grievious,5,retain,san pawl il bahar,triq parades,
article_654.0,Tributes pour in for two men who tragically died in separate accidents,"Tributes have poured in on social media for two men who tragically lost their lives in separate accidents on Saturday. Paul Xuereb, a 67-year-old man from Å»ebbuÄ¡, died after he was crushed by his own truck in Ä¦al Farâ€™s industrial estate on Saturday morning. Later on that day, 43-year-oldÂ Charlo Calleja from Senglea died after he lost control of his motorbike and crashed on the Senglea seafront.Â  As news of their deaths spread, friends and relatives shared photos, messages of remembrance, and heartfelt condolences online. Many expressed their shock and grief at the sudden loss of both men. Paul Xuereb Paul Xuereb, more commonly known as Pawlu, used to work with cargo company White Brothers Limited. The company expressed its sorrow in a Facebook post, saying they were â€œdeeply saddenedâ€ by the news of his death. â€œWhen Paul was part of our team, he was a valued colleague who contributed significantly during his time with us. On behalf of everyone at White Brothers Ltd, we extend our heartfelt condolences to his family and loved ones during this difficult time,â€ the company wrote. Two of his nephews, each shared a poem commemorating Paul's life, attached with a photo of Paul standing next to a tractor. â€œKulÄ§add jaf li kont Ä¡enwin, RaÄ¡el bâ€™valuri, dejjem sinÄ‹ier u fin (Everyone knows you were genuine, A man of values, always sincere and kind),â€ one of them wrote.  Many people described Calleja as having a ""heart of gold"" and a ""sweet and natural spirit"" Another friend reminisced about their many conversations while sitting on their motorbikes, even as recently as the day before the accident. Someone else posted on their page a picture of Calleja smiling with the caption: â€œYou had a heart of gold, but life can be cruel to us. You will always be in our hearts."" ""You were one of my best and loyal friends. Fly high, till we meet again,"" another friend wrote.",08/06/2025,06/06/2025 17:30,triq ix-xatt juan b azopardo,senglea,Fatal,43,M,1,Motorbike,,,,,,,,,,,,,,,,20250606,Fatal,1,retain,cospicua,triq ix-xatt juan b azopardo,
article_679.0,Motorcyclist hurt in Xewkija crash,"A motorcyclist was grievously injured in a collision with a car in Xewkija on Friday afternoon, the police said in a statement. The 39-year-old XagÄ§ra man was riding KTM motorbike on Triq l-ImÄ¡arr at around 5.30pm when he was involved in a crash with a Mazda CX-3 car driven by a 36-year-old woman, also from XagÄ§ra. A medical team was called to the site and the motorcyclist was taken to Gozo General Hospital by ambulance. Medical personnel there have certified his injuries as being of a grievous nature. A police investigation is ongoing.",07/06/2025,06/06/2025 17:30,triq l-imgarr,xewkija,Grievious,39,M,1,Motorbike,not injured,36,F,0,Car,,,,,,,,,,,20250606,Grievious,1,retain,xewkija,triq l-imgarr,
article_751.0,Motorcyclist seriously injured in St Paulâ€™s Bay hit-and-run accident,"A man was left with serious injuries on Wednesday night after a hit-and-run traffic accident in St Paulâ€™s Bay. The 21-year-old Nepalese national, a resident of the area where the accident on Kennedy Drive took place, was injured after the Peugeot Tweet motorcycle he was riding was hit by a vehicle that was driven away from the scene, the police said. The motorcyclist was treated at the scene before being taken to Mater Dei, where his injuries were certified as serious. Police investigations are ongoing.",05/06/2025,04/06/2025 23:00,kennedy drive,st pauls bay,Serious,21,M,1,Motorbike,not injured,Unknown,Unknown,0,Car,,,,,,,,,,,20250604,Serious,1,retain,san pawl il bahar,kennedy drive,
release_51,Man injured in traffic accident,"Yesterday, at around 2115hrs, the Police were informed of a traffic accident in Kennedy Drive, St Paulâ€™s Bay.The Police went immediately on site and preliminary investigations showed that a man, a 21-year-old Nepalese national residing in St Paulâ€™s Bay, was injured after the Peugeot Tweet motorcycle he was riding was allegedly hit by a vehicle that was driven away from the scene.A medical team was called on site and an ambulance took the man to Mater Dei where he was certified to have sustained grievous injuries.Police investigations are ongoing.",05/06/2025,04/06/2025 21:15,kennedy drive,st pauls bay,Grievious,21,M,1,Motorbike,,,,,,,,,,,,,,,,20250604,Grievious,1,retain,san pawl il bahar,kennedy drive,
release_29,Car-motorcycle collision in Marsa,"Today, at around 0730hrs, the Police were informed of a traffic accident in Xatt l-GÄ§assara tal-GÄ§eneb, il-Marsa.Preliminary investigations showed that a collision occurred between a Ford Fiesta driven by a 39-year-old man residing in XgÄ§ajra and a Honda motorcycle driven by a 35-year-old woman who lives in Dingli.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital, where she was certified to have sustained grievous injuries.Police investigations are ongoing.",04/06/2025,04/06/2025 07:30,xatt l-ghassara tal-gheneb,marsa,not injured,39,M,0,Car,Grievious,35,F,1,Motorbike,,,,,,,,,,,20250604,Grievious,1,retain,marsa,xatt l-ghassara tal-gheneb,
article_760.0,"Motorist injured as van crashes into pole, bursts into flames","A motorist was seriously injured early on Tuesday when his van crashed into a pole and caught fire. The police said the accident happened on Marfa Road at 4.30am when the driver, a 62-year-old from Rabat, lost control of his Peugeot Partner. It crashed into a pole, with the front part catching fire. The motorist was assisted by an ambulance crew and hospitalised. The blaze was extinguished by firefighters.",03/06/2025,03/06/2025 04:30,marfa road,mellieha,Serious,62,M,1,van,,,,,,,,,,,,,,,,20250603,Serious,1,retain,mellieha,triq il-marfa,
release_60,Fatal motorcycle accident,"A 35-year-old man and residing in Qormi, lost his life today afternoon in a traffic accident in St Paulâ€™s Bay.The accident happened at around 1230hrs in St Paulâ€™s Bay BypassFrom initial investigations it appears that the man was riding a Suzuki motorcycle direction to Xemxija, when he lost control and crashed into the barriers.The victim was immediately assisted by a medical team but unfortunately, he was certified dead on site.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry.Police investigations are still ongoing.",27/05/2025,27/05/2025 12:30,st pauls bay bypass,st pauls bay,Fatal,35,M,1,Motorbike,,,,,,,,,,,,,,,,20250527,Fatal,1,delete,san pawl il bahar,xemxija bypass,
article_894.0,"Share first, think later: When 'citizen journalism' crosses ethical lines","Photographing and sharing images of tragic accidents on social media is â€œcitizen journalism at its worstâ€ and highlights the urgent need to focus on digital education across the nation, according to experts in communication and human behaviour. The issue came to light once again following a recent fatal traffic accident in which a motorcyclist died on the spot. After the accident, graphic photos were shared extensively via WhatsApp. This had also happened some months ago when footage of another fatal accident, that involved a car losing control, made the rounds on social media. Prof. Anton Grech, clinical chairman of Mental Health Services, explained that while human curiosity in the case of unusual or dramatic situations is normal â€“ a phenomenon known as rubbernecking â€“ social media amplified this. These actions â€“ of taking and sharing images of tragic situations â€“ were a reflection of a larger situation, he said. Before social media existed there were â€˜celebritiesâ€™ and â€˜spectatorsâ€™. Social media brought with it a shift in which many people wanted to be protagonists. This was happening in a virtual environment that is saturated with content and, in which, in order to be seen and stand out, the content has to be attention-grabbing. â€œIn parallel with this, we are losing respect for the society around us. We saw this in a recent case when a man was threatening to jump off the Valletta bastions,â€ he said, referring to the 2021 case when onlookers urged a man to jump from the edge of a Valletta bastion, with many filming the ordeal. â€œMany people seize all opportunities to gain this recognition without respect for others,â€ he said, adding that there was an urgent need to educate people on this matter. Prof. Brenda Murphy, a media and gender expert and founder of NGO Mediating Women, agreed that there was the urgent need for more media education â€“ in schools and beyond â€“ through curriculum and public campaigns. â€œThis is a public education issue â€“ we need to re-establish digital boundaries. We need to remind people that our duty of care doesnâ€™t disappear when we are online,â€ she said. Such cases, she said, were â€œcitizen journalism at its worstâ€ as they offered â€œa great snapshot of the widening gaps in â€˜news productionâ€™â€. â€œJournalists and editors are trained, educated, bound by professional regulation â€“ citizens operate withoutÂ any of these guardrails. While citizen journalism was lauded as a great liberator for information â€“ this is an example of a great backfire,â€ she said. A deeply problematic phenomenon Murphy explained that the sharing of such images was a â€œdeeply problematic phenomenonâ€ that reflects multiple pressures converging at the moment. From a digital culture perspective, she said, we are living in a world where everything is documented, and the boundary between private and public is becoming increasingly eroded. â€œIn the case of tragic moments, there seems to be an underlying belief that if something shocking happens, it should be recorded and shared. The algorithms that drive social media amplify this. They reward visibility, and sadly that includes tragic events,â€ she said. Then there was the conversation on media ethics. Â â€œWe may have the capacity to capture something digitally, but that doesnâ€™t mean we should. Sharing media content has become so normalised it completely breaches the private-public boundary. We need to be mindful that sharing a traumatic event compounds trauma â€“ not just for the family and friends but the wider community is impacted too. We cannot justify this â€˜norm driftâ€™ by saying â€˜itâ€™s already out there, so itâ€™s ok to repostâ€™,â€ she said.",29/05/2025,27/05/2025 12:30,xemxija bypass,xemxija,Fatal,35,M,1,Motorbike,,,,,,,,,,,,,,,,20250527,Fatal,1,retain,xemxija,xemxija bypass,
article_933.0,â€˜We will keep your memory aliveâ€™ â€“ wife of crash victim says in goodbye message,"The wife of the motorcyclist who died on the Xemxija bypass on Tuesday has shared a heartfelt goodbye message in which she promised to keep his memory alive for the young daughter he had â€œso many dreams and plans forâ€. Â In a post shared on Facebook, Stef Coppola, the wife of 35-year-old Shaun Coppola, who died in the accident, wrote: â€œI called you and you did not reply. I looked, but I couldnâ€™t believe it. I have so much to tell you, but Iâ€™m speechless. I know youâ€™re not coming back but I hope that they tell us they made a mistake,"" she posted on Facebook, alongside an image of the couple with their young daughter.Â  ""I know itâ€™s not a dream, but I feel it isâ€¦. I love you forever, I promise I will keep your memory alive for our darling, for who you had so many dreams and plansâ€¦ [We] are forever proud of you.â€ Shaun Coppola, from Qormi, died on impact on Tuesday afternoon after he lost control of his Suzuki motorcycle at around 12.30 pm. Magistrate Ian Farrugia is leading an inquiry into the case. The newly formed Roads Policing Unit is also investigating the case. According to an NSO report, four people lost their lives on Maltaâ€™s roads until the end of March, making this accident the fifth fatality this year.",28/05/2025,27/05/2025 12:30,xemxija bypass,xemxija,Fatal,35,M,1,Motorbike,,,,,,,,,,,,,,,,20250527,Fatal,1,delete,xemxija,xemxija bypass,article_894.0
article_964.0,"Motorcyclist, 35, dies in Xemxija bypass crash","Updated 5.20pm A motorcyclist died following a crash on the Xemxija bypass on Tuesday afternoon, a police spokesperson has confirmed. The motorist, 35-year-old Qormi resident Shaun Coppola, died upon impact after he lost control of his Suzuki motorcycle at around 12.30pm.  The road was closed for accident investigations and reopened after some two hours.Â  Magistrate Ian Farrugia is leading an inquiry into the case. The newly formed Roads Policing Unit is also investigating the case.",27/05/2025,27/05/2025 12:30,xemxija bypass,xemxija,Fatal,35,M,1,Motorbike,,,,,,,,,,,,,,,,20250527,Fatal,1,delete,xemxija,xemxija bypass,article_894.0
release_86,Boy seriously injured in BuÄ¡ibba accident,A 5-year-old boy sustained serious injuries after he was hit by a vehicle in Triq iÄ‹-ÄŠern earlier today at around fifteen minutes past one in the afternoon (1315 hrs).From initial investigations it appears that he suffered head injuries when he was hit by the mirror of a Volkswagen Polo mirror which was being driven by a 22-year-old man from Msida.A medical team assisted the boy and was immediately taken to Mater Dei Hospital by ambulance.Magistrate Dr Philip Galea Farrugia LL. D. was informed and appointed an inquiry into the case while Police investigations are ongoing.,26/05/2025,26/05/2025 13:15,triq ic-cern,bugibba,Serious,22,M,1,Car,,,,,,,,,,,,,,,,20250526,Serious,1,retain,bugibba,triq ic-cern,
article_974.0,"Boy 5, hit by car door mirror, seriously injured","A boy, 5, suffered serious head injuries when he was hit by a car's door mirror on Sunday, the police said. The accident happened in Triq Ä‹-ÄŠern, Bugibba, at 1.15pm. The car was a Volkswagen Polo driven by a 22-year-old man from Msida.Â  An ambulance team assisted the boy and rushed him to hospital. Magistrate Philip Galea Farrugia is holding an inquiry.",25/05/2025,25/05/2025 13:15,triq c-cern,bugibba,not injured,22,M,0,Car,Serious,5,M,1,Pedestrian,,,,,,,,,,,20250525,Serious,1,retain,bugibba,triq c-cern,
release_62,Car-motorcycle collision in Marsa,"Today, at around 0715hrs, the Police were informed of a traffic accident in Aldo Moro Street, Marsa.Preliminary investigations showed that a collision occurred between a Toyota Aygo driven by a 65-year-old man residing in San Ä wann and a Yamaha GPD125-A motorcycle driven by a 37-year-old Albanian man who lives in St Paulâ€™s Bay.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",24/05/2025,24/05/2025 07:15,aldo moro street,marsa,not injured,65,M,0,Car,Grievious,37,M,1,Motorbike,,,,,,,,,,,20250524,Grievious,1,retain,marsa,aldo moro road,
article_1015.0,Motorcyclist hurt in Aldo Moro collision with car,"A motorcyclist was grievously injured on Saturday morning following a collision with a car on Marsaâ€™s Triq Aldo Moro. The man, a 37-year-old Albanian national who lives in St Paulâ€™s Bay, was riding a Yamaha GPD125-A motorcycle. He was involved in a collision with a Toyota Aygo driven by a 65-year-old San Gwann man. The crash was reported to the police at around 7.15am. Emergency services were called to the scene and a medical team took the motorcyclist to Mater Dei Hospital by ambulance. Medics later certified him as being grievously injured. A police investigation into the case is ongoing.",24/05/2025,24/05/2025 07:15,triq aldo moro,marsa,Grievious,37,M,1,Motorbike,not injured,65,M,0,Car,,,,,,,,,,,20250524,Grievious,1,delete,marsa,aldo moro road,release_62
article_1034.0,Driver grievously injured in crash near GÄ§ajn TuffieÄ§a,"A 29-year-old driver was grievously injured on Thursday morning after he crashed into a roadside building in MÄ¡arr on the road leading to GÄ§ajn TuffieÄ§a.Â  Initial investigations suggest the driver likely lost control of the vehicle, a Toyota Aygo, resulting in a collision with a roadside dwelling, a police statement said. Â  The man from Qormi was soon helped out of the vehicle by the Civil Protection Department before receiving attention from medics.Â  Â Magistrate Antoine Agius Bonnici was immediately informed of the incident and appointed an inquiry. Parallel police investigations are also ongoing.",22/05/2025,22/05/2025 00:00,road leading to ghajn tuffieha,mgarr,Grievious,29,M,1,Car,,,,,,,,,,,,,,,,20250522,Grievious,1,retain,mgarr,road leading to ghajn tuffieha,
article_1165.0,Two people in hospital after MellieÄ§a car accident,"Two people were hospitalised, one with grievous injuries, after a collision between two cars in MellieÄ§a on Saturday. The accident happened at around 6.30pm on Triq Dawret il-MellieÄ§a, also known as the MellieÄ§a bypass, close to the DB Seabank Hotel where one lane had to be closed to traffic.Â  Sources close to the emergency rescue services told Times of Malta one woman suffered minor injuries while another person sustained grievous injuries. Members of the Malta Red Cross and Civil Protection Department were on site to assist the injured people. Both were taken by ambulance to Mater Dei Hospital for further treatment.",17/05/2025,17/05/2025 18:30,triq dawret il-mellieha,mellieha,Slight,none,F,1,car,Grievious,none,Unknown,1,car,,,,,,,,,,,20250517,Grievious,2,retain,mellieha,triq dawret il-mellieha,
release_34,Traffic accident in Santa Venera,"A 22-year-old man and residing in Rabat, at around 1745hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Regional Road, Santa Venera.Preliminary investigations showed that a collision occurred between a Toyota Vitz driven by a 19-year-old woman residing in Å»urrieq and a Honda motorcycle driven by the victim.She was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",15/05/2025,15/05/2025 17:45,regional road,santa venera,not injured,19,F,0,Car,Grievious,22,F,1,Motorbike,,,,,,,,,,,20250515,Grievious,1,retain,santa venera,regional road,
article_1227.0,Motorcyclist grievously injured in Santa Venera crash,A motorcyclist was grievously injured in a traffic accident on Regional Road in Santa Venera late on Wednesday afternoon. The police said in a statement that the 22-year-old woman from Rabat was driving a Honda motorcycle. The other vehicle involved in the crash - a Toyota Vitz - was being driven by a 19-year-old woman from Å»urrieq. The crash was reported at 5.45pm. The motorcyclist was rushed to Mater Dei Hospital. Police investigations are ongoing.,15/05/2025,14/05/2025 17:45,regional road,santa venera,Unknown,22,F,1,Motorbike,not injured,19,F,0,Car,,,,,,,,,,,20250514,not injured,1,retain,santa venera,regional road,
article_1274.0,Stuck truck under Bay Street Bridge causes traffic chaos,"Updated 11.50am A truck which got stuck under the Bay Street bridge on Tuesday caused heavy traffic and could potentially cause damage to the structure, a Transport Malta official confirmed.Â  On Tuesday morning, commuters in St Julianâ€™s experienced unusually heavy traffic. This was due to ongoing cabling works by Enemalta and a truck that accidentally got lodged beneath the Bay Street bridge in Paceville. Transport Malta shared a photo of the stuck truck on social media, along with the caption: â€œTriq Santu Wistin, in the direction of St Georgeâ€™s Bay in St Julianâ€™s, is currently temporarily closed due to a truck blocking the passage. Transport Malta is monitoring the situation and will provide updates as soon as the road is reopened to traffic.â€  The situation caused significant congestion throughout the area. The traffic chaos was subsiding by 11.15am. Traffic in the area is being exacerbated by Enemalta's cabling works across various parts of St Julianâ€™s. An Enemalta spokesperson confirmed that Triq Elija Zammit and Triq Is-Swieqi,Â  part of Triq Santu Wistin and part of Triq Gort are closed. These closures are necessary for the expansion of the electrical distribution system. Alternative Routes and Diversions Transport Malta has issued the following traffic diversions for drivers: From Pembroke towards St Georgeâ€™s Bay: Access is only available via Triq il-Professor Walter Ganado. From Pender Gardens towards St Georgeâ€™s Bay: Option 1: Take Triq Gort, then Triq Sant Andrija (direction Pembroke). Turn left onto Triq is-Sirk, continue to Triq Migbed, and proceed to Triq is-Swieqi. Option 2: From Triq Gort and Triq Sant Andrija (direction Pembroke), take a right at the hairpin turn to loop back down to Triq Sant Andrija. Then turn left onto Triq il-Professor Walter Ganado and continue to Ix-Xatt taâ€™ San Ä orÄ¡. Option 3: From Triq Gort and Triq Sant Andrija (direction Valletta), turn left onto the slip road at Triq Mikiel Ang Borg. Make a U-turn towards Triq il-Baltiku, turn left again onto Triq Sant Andrija (direction Pembroke), then take a left onto Triq il-Marbat leading to Triq is-Swieqi. From Valletta towards St Georgeâ€™s Bay:Â Follow Triq Sant Andrija (direction Pembroke), then turn left onto Triq il-Marbat, which leads to Triq is-Swieqi.",13/05/2025,13/05/2025 08:00,triq santu wistin,st julians,not injured,Unknown,Unknown,0,Van,,,,,,,,,,,,,,,,20250513,not injured,0,retain,st julian,triq santu wistin,
article_1275.0,Motorcyclist injured in Ä¦amrun crash,A 62-year-old motorcyclist from Sliema was injured in a traffic accident in Ä¦amrun on Monday morning. The accident happened at 9.45am in St Joseph High Road. The police said the motorcyclist was involved in an accident involving a Renault Captur driven by a 54-year-old woman from BirÅ¼ebbuÄ¡a. The motorcyclist was hospitalised.,12/05/2025,12/05/2025 09:45,st joseph high road,hamrun,Serious,62,M,1,Motorbike,not injured,54,F,0,Car,,,,,,,,,,,20250512,Serious,1,retain,hamrun,st joseph high road,
release_78,Traffic accident in Ä¦amrun,"A 62-year-old man and residing in Sliema, at around 0945hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in St Joseph High Road, Ä¦amrun.Preliminary investigations showed that a collision occurred between a Renault Captur driven by a 54-year-old woman residing in BirzebbuÄ¡a and a Lemoto AURA motorcycle driven by the victim.He was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",12/05/2025,12/05/2025 09:45,st joseph high road,hamrun,not injured,54,F,0,Car,Grievious,62,M,1,Motorbike,,,,,,,,,,,20250512,Grievious,1,delete,hamrun,st joseph high road,article_1275.0
article_1286.0,Motorcyclist grievously injured in Qormi accident,"A motorcyclist was grievously injured in a traffic accident on Triq il-Wied in Qormi. The police said the crash between a Ford Transit and a Honda was reported at around 8am. The Transit was being driven by a 34-year-old man from Å»ebbug, while the motorcyclist is a 29-year-old from Qormi. The motorcyclist was rushed to Mater Dei Hospital. Police investigations are ongoing.",12/05/2025,12/05/2025 08:00,triq il-wied,qormi,not injured,34,M,0,Van,Serious,29,M,1,Motorbike,,,,,,,,,,,20250512,Serious,1,delete,qormi,triq il-wied,
release_3,Car-motorcycle collision in Ä¦al Qormi,"Today, at around 0800hrs, the Police were informed of a traffic accident in Valley Road, Qormi.Preliminary investigations showed that a collision occurred between a Ford Transit driven by a 34-year-old man residing in Å»ebbuÄ¡ and a Honda motorcycle driven by a 29-year-old man who lives in Qormi.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations are ongoing.",12/05/2025,12/05/2025 08:00,valley road,qormi,not injured,34,M,0,Van,Grievious,29,M,1,Motorbike,,,,,,,,,,,20250512,Grievious,1,retain,qormi,valley road,
release_13,Woman grievously injured in traffic accident,"A 32-year-old woman who lives in GÄ§ajnsielem, Gozo, at around 1015hrs, was taken to Mater Dei Hospital because she was injured in a traffic accident in Å»abbar Road, Fgura.Preliminary investigations showed that the victim was hit by a Ford Fiesta, which was being driven by a 78-year-old man residing in Marsascala.The woman was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",08/05/2025,08/05/2025 10:15,zabbar road,fgura,Grievious,78,M,1,Car,,,,,,,,,,,,,,,,20250508,Grievious,1,retain,fgura,zabbar road,
release_24,Traffic accident in BirÅ¼ebbuÄ¡a,"Today, at around 1315 hrs, the Police were informed of a traffic accident in Triq GÄ§ar Dalam, BirÅ¼ebbuÄ¡a.Preliminary investigations showed that a collision occurred between a Peugeot partner that was being driven by a 23-year-old Albanian from BirÅ¼ebbuÄ¡a and a Honda NSS motorcycle that was being driven by a 34-year-old man from Zejtun.A medical team was called on site and an ambulance took the biker to Mater Dei Hospital. He was later certified to have sustained grievous injuries.Police investigations into the accident are ongoing.",07/05/2025,07/05/2025 13:15,triq ghar dalam,birzebbuga,not injured,23,unknown,0,Van,Grievious,34,M,1,Motorbike,,,,,,,,,,,20250507,Grievious,1,retain,birzebbuga,triq ghar dalam,
article_1380.0,Motorcyclist grievously injured in BirÅ¼ebbuÄ¡a crash,"A motorcyclist was grievously injured in a crash on Triq GÄ§ar Dalam, BirÅ¼ebbuÄ¡a, on Wednesday afternoon. The police said in a statement that the crash was reported at 1.15pm. It involved a Peugeot Partner driven by a 23-year-old Albanian national from BirÅ¼ebbuÄ¡a and a Honda NSS motorcycle driven by a 34-year-old Å»ejtun resident.Â  Police investigations are ongoing.",07/05/2025,07/05/2025 13:15,triq ghar dalam,birzebbuga,not injured,23,M,0,Car,Grievious,34,M,1,Motorbike,,,,,,,,,,,20250507,Grievious,1,delete,birzebbuga,triq ghar dalam,release_24
release_23,Man grievously injured in traffic accident,"A 53-year-old man who lives in Msida, at around 1000hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in Triq L. Zamenhof corner with Triq Xmiexi, Msida.Preliminary investigations showed that the man was hit by a Ford Transit, which was being driven by a 24-year-old man also residing in Msida.The man was assisted by a medical team, taken to hospital by ambulance and certified to have sustained grievous injuries.Police investigations are ongoing.",07/05/2025,07/05/2025 10:00,triq l. zamenhof corner with triq xmiexi,msida,Grievious,24,M,1,Van,,,,,,,,,,,,,,,,20250507,Grievious,1,retain,msida,Triq L. Zamenhof,
release_26,Motorcycle accident in Marsa,"A 43-year-old Nepalese man and residing in Msida, at around 1430hrs, was taken to Mater Dei Hospital because he was injured in a traffic accident in December 13 Road, Marsa.Preliminary investigations showed that the man was riding a Kymco motorcycle, lost control and crashed into a pole.He was assisted by a medical team, taken to hospital by ambulance and certified to have sustained serious injuries.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry, while Police investigations are ongoing",04/05/2025,04/05/2025 14:30,december 13 road,marsa,Serious,43,M,1,Motorbike,,,,,,,,,,,,,,,,20250504,Serious,1,retain,marsa,december 13 road,
article_1467.0,Motorcyclist injured in Marsa crash,"A 43-year-old motorcyclist was injured in a motorcycle accident on December 13 Road, Marsa, on Sunday afternoon. The police said the accident happened at 2.30pm when the Nepalese man lost control of his motorcycle and crashed into an electricity pole. He was given first aid by an ambulance crew and hospitalised. Magistrate Ian Farrugia is holding an inquiry.",04/05/2025,04/05/2025 14:30,december 13 road,marsa,Serious,43,M,1,Motorbike,,,,,,,,,,,,,,,,20250504,Serious,1,delete,marsa,december 13 road,release_26
article_1489.0,"Two motorists, passenger, injured in XagÄ§ra traffic accident","Three people were rushed to hospital on Friday following a crash between two cars in XagÄ§ra, Gozo.Â  The police said the accident was reported at around 5pm on Triq ix-XagÄ§ra. The collision occured between a Hyundai driven by a 74-year-old man from XagÄ§ra and a Nissan driven by a 33-year-old Albanian man.Â  In the Hyundai there was also a 73-year-old woman, also from XagÄ§ra. A medical team was called to the scene and all three people were taken to the Â Gozo General Hospital for further treatment. Later, the two men were certified with slight injuries, while the female passenger was certified with serious injuries. Investigations into the incident are ongoing.",03/05/2025,02/05/2025 17:00,triq ix-xaghra,xaghra,Serious,74,M,2,Car,Slight,33,M,1,Car,,,,,,,,,,,20250502,Serious,3,retain,xaghra,triq ix-xaghra,
release_97,Gozo traffic accident,"Yesterday, at around 1700 hrs, the Police were informed about a traffic accident occurred in Triq ix-XagÄ§ra, XagÄ§ra, Gozo.The Police went immediately on site and from preliminary investigations, it resulted that a collision had occurred between a Hyundai that was being driven by a 74-year-old man from XagÄ§ra and a Nissan that was being driven by a 33 years old Albanian national. A 73-year-old woman from XagÄ§ra was also present in the Hyundai.A medical team was summoned to the scene and an ambulance took the three persons to theGozo General hospital . The men were later certified as suffering from slight injuries while the woman was certified with grievous injuries.Police investigations into the accident are ongoing.",03/05/2025,02/05/2025 17:00,triq ix-xaghra,xaghra,Grievious,74,M,1,Car,Slight,74,M,1,Car,Slight,33,M,1,Car,,,,,,20250502,Grievious,3,delete,xaghra,triq ix-xaghra,article_1489.0
release_71,Collision between car and motorcycle in MÄ¡arr,"On Friday the 2nd of May, at around half past three in the afternoon (1530 hrs), the Police were informed of a traffic accident in Triq L-ImÄ¡arr, MÄ¡arr.Preliminary investigations showed that a collision occurred between a Toyota Starlet driven by a 54-year-old man from Mosta and a Honda motorcycle driven by a 63-year-old man from GÄ§arb, Gozo.A medical team was called on site and an ambulance took the motorcyclist to Mater Dei Hospital. He was later certified to have sustained serious injuries.Magistrate Dr Ian Farrugia LL.D was informed of the case and appointed an inquiry. Police investigations into the accident are ongoing.",06/05/2025,02/05/2025 15:30,triq l-imgarr,mgarr,not injured,54,M,0,Car,Serious,63,M,1,Motorbike,,,,,,,,,,,20250502,Serious,1,retain,mgarr,triq l-imgarr,
